dataset,round,reference,method,kind,operating_point,d_balanced_accuracy,d_balanced_accuracy_lo,d_balanced_accuracy_hi,d_balanced_accuracy_p,d_mcc,d_mcc_lo,d_mcc_hi,d_mcc_p,d_sensitivity,d_sensitivity_lo,d_sensitivity_hi,d_sensitivity_p,d_specificity,d_specificity_lo,d_specificity_hi,d_specificity_p
CAID3 Disorder-PDB,caid3,disorder_pdb,AIUPred-2-disorder,DED,calibrated,-0.02583013154926453,-0.04363536434327463,-0.008085669236864738,0.006,-0.042876846863871776,-0.07152437883987786,-0.013909464232668927,0.004,-0.04820328711245705,-0.08511710281967579,-0.00881428157573157,0.01,-0.0034569759860719963,-0.014655040912036506,0.00704938386616767,0.548
CAID3 Disorder-PDB,caid3,disorder_pdb,IUPred3,DED,calibrated,-0.08745422494278392,-0.10995899012591717,-0.06476288679092507,0.001,-0.16094957304279284,-0.1997174583148079,-0.12044580229325899,0.001,-0.1477050541503075,-0.1928224062690271,-0.1025078021778836,0.001,-0.027203395735260358,-0.039969488899179506,-0.013963086373147604,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,ESpritz-D,DED,calibrated,-0.11131790406700938,-0.14581333533997765,-0.07870008178704076,0.001,-0.21338709518078433,-0.2738194847187749,-0.15754139437062736,0.001,-0.17804242490430386,-0.24350537887912405,-0.11373953528888435,0.001,-0.0445933832297149,-0.06725163904621688,-0.024455182799683763,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,ESpritz-N,DED,calibrated,-0.0925754885306119,-0.11230926784405018,-0.07141352199379059,0.001,-0.182451308322186,-0.2171616006893336,-0.14451774567582604,0.001,-0.1404258907116872,-0.17851477976468938,-0.09994543706895277,0.001,-0.04472508634953653,-0.058075535745651705,-0.031079631946615494,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,ESpritz-X,DED,calibrated,-0.08729597019414001,-0.10706741171143634,-0.06428162512301465,0.001,-0.16796840039697225,-0.20331601639326477,-0.12879091002569074,0.001,-0.1378660145656741,-0.1768835789359585,-0.0930553553650923,0.001,-0.03672592582260593,-0.049124193395513695,-0.023760386207077103,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,MobiDB-lite,DED,calibrated,-0.10850892850867723,-0.13194503961856255,-0.0825089923923424,0.001,-0.1616250754666378,-0.2002779310694841,-0.12030347827990835,0.001,-0.2258784029761126,-0.271739107696319,-0.17508823216107294,0.001,0.008860545958758166,0.0006051703870336767,0.01712357049172953,0.04
CAID3 Disorder-PDB,caid3,disorder_pdb,flDPnn,DED,calibrated,-0.06224482634341544,-0.08806145949928128,-0.03902633029690459,0.001,-0.1353635831438957,-0.1784300706200114,-0.09622349675389041,0.001,-0.07505557057440308,-0.12632758931071442,-0.026000847473495327,0.002,-0.0494340821124278,-0.06741972648637488,-0.0335143807489776,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,flDPnn2,DED,calibrated,-0.055558497654413015,-0.07886107165014226,-0.03321031290576056,0.001,-0.12789344373169453,-0.16731127923801137,-0.09089668929381686,0.001,-0.05609522953576949,-0.10270174384798406,-0.00920336862535023,0.01,-0.05502176577305653,-0.07244260470149586,-0.039197526979896716,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,flDPnn3a,DED,calibrated,-0.016622452179040702,-0.03536631466150385,0.003987716682601813,0.1,-0.07565353325291538,-0.11071214971447639,-0.0405884861202579,0.001,0.04464525231454387,0.004988117780778664,0.08366436872654275,0.022,-0.07789015667262528,-0.0984055110889653,-0.05781274867183947,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,flDPnn3b,DED,calibrated,-0.05236740203731904,-0.08607415009522791,-0.023158765339723834,0.001,-0.12223218282306206,-0.1800341796298178,-0.07366069912638186,0.001,-0.050336312818242905,-0.11791227416672434,0.009927941021634912,0.128,-0.05439849125639516,-0.07306155198435005,-0.036731988595194436,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,DISOPRED3-diso,DED,calibrated,-0.03746789363807184,-0.05527737234501124,-0.02047486114456095,0.001,-0.06948155702164524,-0.10060265844372555,-0.039350768256588044,0.001,-0.06153290199349634,-0.09677657262339891,-0.025119422541047785,0.001,-0.013402885282647341,-0.026142437423095993,-0.0015611155431630509,0.024
CAID3 Disorder-PDB,caid3,disorder_pdb,SETH-0,DED,calibrated,0.0016603823302841754,-0.009542844344182394,0.012795188760887425,0.802,0.0018002080871552795,-0.01785151347564421,0.0221325429113163,0.876,0.004243887759860813,-0.018822208306730107,0.02723092581646387,0.746,-0.000923123099292465,-0.009385434834376958,0.007365272692380619,0.824
CAID3 Disorder-PDB,caid3,disorder_pdb,SETH-1,DED,calibrated,-0.020354085637538058,-0.03333903220547106,-0.007126083919783181,0.006,-0.03599225823086259,-0.05821691788823456,-0.013776166974447359,0.002,-0.03553555910425385,-0.061360098926255414,-0.009457979949978903,0.014,-0.005172612170822273,-0.01477870363819229,0.00407842161324034,0.236
CAID3 Disorder-PDB,caid3,disorder_pdb,VSL2,DED,calibrated,-0.08088976281198396,-0.10176708627314471,-0.05817364004364774,0.001,-0.13605287954504394,-0.17212043865301624,-0.09769490776004724,0.001,-0.15152893864538197,-0.1924971459024757,-0.10661295427221273,0.001,-0.010250586978585947,-0.02110569474381406,0.0008983675280226996,0.068
CAID3 Disorder-PDB,caid3,disorder_pdb,SPOT-Disorder,DED,calibrated,-0.021587353891707343,-0.05083216815892468,0.0026033439982752244,0.076,-0.028301572900919926,-0.07297098966737223,0.008946658126508831,0.164,-0.04884014673256844,-0.11002459724295253,-0.0019053706769942723,0.042,0.005665438949153739,-0.005264526250112126,0.0157182354240239,0.26
CAID3 Disorder-PDB,caid3,disorder_pdb,SPOT-Disorder2,DED,calibrated,0.004843635273103979,-0.009419171594790216,0.0197062376522914,0.512,0.009860089911465211,-0.014264583663228265,0.03455423131852486,0.414,0.0069158475721364885,-0.021940707452235385,0.037476132498123226,0.626,0.002771422974071473,-0.006475490508999054,0.011287300446596227,0.558
CAID3 Disorder-PDB,caid3,disorder_pdb,SPOT-Disorder-Single,DED,calibrated,-0.04414427698059264,-0.06491365237564128,-0.023685263686220266,0.001,-0.08357059680783697,-0.11809151832881604,-0.05000753720889467,0.001,-0.07052951985764983,-0.11062993797196191,-0.02961777643737995,0.001,-0.017759034103535444,-0.028891543361633784,-0.006371750975594482,0.004
CAID3 Disorder-PDB,caid3,disorder_pdb,DisEMBL-dis465,DED,calibrated,-0.15553363716058266,-0.1768022786074353,-0.1353987862519345,0.001,-0.29305529121695634,-0.32960206363120953,-0.2590475542696109,0.001,-0.2614680751246008,-0.3015529966406673,-0.21949519468054907,0.001,-0.04959919919656452,-0.059034803541567746,-0.03875911301041784,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,DisEMBL-disHL,DED,calibrated,-0.2542103270341323,-0.2811036636354595,-0.22648392190943334,0.001,-0.47790848991865664,-0.527800118472968,-0.4260091775711437,0.001,-0.4590700738859781,-0.5102195124602315,-0.40451686190837627,0.001,-0.049350580182286594,-0.06235776243116902,-0.03550398487623839,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,IsUnstruct,DED,calibrated,-0.0850881103191858,-0.10775600564349377,-0.061672346542344374,0.001,-0.14748939488534993,-0.18526888677193962,-0.10911266255960192,0.001,-0.15469292241994292,-0.19944514772990998,-0.10854715487355851,0.001,-0.01548329821842868,-0.025428137784648513,-0.00565579365988225,0.002
CAID3 Disorder-PDB,caid3,disorder_pdb,RONN,DED,calibrated,-0.10500617894338833,-0.12644063078752266,-0.08356226105420554,0.001,-0.1906248631708613,-0.227963284246487,-0.15563343018497716,0.001,-0.18196868013160208,-0.22465163789935727,-0.13796688070354482,0.001,-0.028043677755174627,-0.03886241068778033,-0.01707127225116239,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,PreDisorder,DED,calibrated,-0.07806975110527001,-0.1081421500637706,-0.05247545611021948,0.001,-0.13715208199088405,-0.18609072475234453,-0.0946770254375926,0.001,-0.1395162219836834,-0.1990524811334271,-0.08673294234363987,0.001,-0.016623280226856555,-0.02661088450622456,-0.005326218624884386,0.002
CAID3 Disorder-PDB,caid3,disorder_pdb,OPAL,DED,calibrated,-0.23748984092711733,-0.2697046849208874,-0.2055146654165524,0.001,-0.516924121741639,-0.573890101623865,-0.46089260005462984,0.001,-0.1506267076045679,-0.20481979898547134,-0.09361927866582105,0.001,-0.32435297424966675,-0.36265804514578803,-0.28692634147941587,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,pyHCA,DED,calibrated,-0.10054442874513993,-0.12833572903674478,-0.07545703778012104,0.001,-0.18447191889532946,-0.23592638623302534,-0.14020586727857373,0.001,-0.17128726973981248,-0.22279442462195237,-0.12222447988182736,0.001,-0.029801587750467352,-0.046728815176367414,-0.013081976845424307,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,DeepIDP-2L,DED,calibrated,-0.05705542669230346,-0.09142692927727405,-0.025799865560434246,0.001,-0.08512980802617048,-0.14035163679900234,-0.034822582358928635,0.001,-0.11791771529395867,-0.18591876211102507,-0.05434452492547595,0.001,0.0038068619093517653,-0.008391162344483102,0.014375767831551745,0.492
CAID3 Disorder-PDB,caid3,disorder_pdb,PredIDR-long,DED,calibrated,-0.010653727805965619,-0.03855098660847737,0.012032211502307799,0.418,-0.040573272573557834,-0.0883203888835346,-0.00021964732864376745,0.048,0.010711901591064535,-0.04367794444965779,0.05515707257370122,0.626,-0.03201935720299578,-0.04957907960589432,-0.015579847672163092,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,PredIDR-short,DED,calibrated,-0.014826124522642928,-0.04197521406506731,0.0087026594989431,0.236,-0.05565188400080503,-0.10193537981660893,-0.015191709457322126,0.004,0.015550583930024061,-0.03831916885075515,0.05964966914959976,0.506,-0.04520283297530992,-0.06141758397624619,-0.029480757877512056,0.001
