dataset,method,insample_bacc,cv_bacc,insample_mcc,cv_mcc,cv_threshold_mean,cv_threshold_sd
CAID3 Disorder-PDB,pyHCA,0.7710957685545698,0.7688718693548974,0.5825428061714092,0.5780811795192231,0.2726,0.009931767214348106
CAID3 Disorder-PDB,DeepIDP-2L,0.8134198894320519,0.8164768909357034,0.6798129121440588,0.6766052387273767,0.5075999999999999,0.032016245876117344
CAID3 Disorder-PDB,PredIDR-long,0.8600648366715111,0.8590662506157463,0.7248167463438303,0.7139924527386577,0.49657840000000003,0.05940557313114655
CAID3 Disorder-PDB,PredIDR-short,0.8558841391241777,0.849538742575658,0.7097150827050938,0.6987260085705504,0.5337135999999999,0.07111655563678544
CAID3 Disorder-PDB,PredIDR2-Prof-Art,0.8764430481229815,0.8728811477992962,0.7523811651304877,0.749310362145359,0.5737000000000001,0.027662429394397003
CAID3 Disorder-PDB,PredIDR2-Seq-Art,0.8734934631173394,0.8708888943124049,0.7499443354216477,0.7471841838121147,0.6022,0.020143485299222694
CAID3 Disorder-PDB,AUCpred-profile,0.8224153132783261,0.8233476666554176,0.6851818550184633,0.6799874650854164,0.2660378,0.08253236647134263
CAID3 Disorder-PDB,AUCpred-no-profile,0.8015987507245272,0.7960173325995068,0.6311574768582509,0.6258952178804087,0.11722760000000002,0.04213476482715906
CAID3 Disorder-PDB,DisoPred,0.8388485227998069,0.8412062426876186,0.699100859508199,0.6977532463856714,0.42919999999999997,0.01262378707044761
CAID3 Disorder-PDB,DisPredict2,0.657216279634846,0.6505598976209761,0.30056228022219933,0.2893343832652832,0.4372,0.04542642402831198
CAID3 Disorder-PDB,DisPredict3,0.8180080779542562,0.8168516178804959,0.6345079638840828,0.6308343328123394,0.07859999999999998,0.011568923891183656
CAID3 Disorder-PDB,IDP-Fusion,0.8455677711846974,0.8380013429268752,0.7129312270263496,0.7068652354749816,0.5588,0.03126275739598154
CAID3 Disorder-PDB,rawMSA-disorder,0.8232827103668732,0.815248150085849,0.6348485760620601,0.6190706547871969,0.3699,0.0177620381713361
CAID3 Disorder-PDB,Metapredict-v1,0.7952363863189135,0.7962808378139287,0.6297060613971899,0.6278562887660419,0.3473,0.011764777940955781
CAID3 Disorder-PDB,Metapredict-v2,0.8477929285011969,0.8467934320695378,0.7196855962970752,0.718072311780599,0.45150000000000007,0.027387040730973467
CAID3 Disorder-PDB,Metapredict-v3,0.861112883621383,0.861248095455986,0.7651757083851409,0.7630525092876966,0.5032,0.028854115824263275
CAID3 Disorder-PDB,DisoMine,0.7608329276843073,0.7601845269808554,0.5262139015179826,0.5197059082460275,0.2892,0.020502682751288914
CAID3 Disorder-PDB,PUNCH2,0.8868576743470888,0.8848797686912835,0.7960453879627034,0.7908028895156171,0.3749,0.06843018339884821
CAID3 Disorder-PDB,PUNCH2-Light,0.8789365826816216,0.8815683564127693,0.7906623583284887,0.7875582679288504,0.37333430000000006,0.0598316873271179
CAID3 Disorder-PDB,DisorderUnetLM,0.880280044050937,0.877006588343933,0.7424878715494614,0.7380707441863417,0.1049777,0.01628231788198474
CAID3 Disorder-PDB,LMDisorder,0.8739240524593164,0.8711688937399389,0.7596082233053939,0.7579440577810963,0.7628000000000001,0.03750679938357845
CAID3 Disorder-PDB,ESMDisPred-1,0.8456231374617384,0.8412252942493137,0.6879549451543782,0.6825675406460641,0.2044,0.015963708842245905
CAID3 Disorder-PDB,ESMDisPred-2,0.8458437263650831,0.84206880064039,0.6963867565325847,0.6919223876947409,0.21559999999999996,0.015557634781675524
CAID3 Disorder-PDB,UdonPred-DisProt,0.8053231164160114,0.8031644863438097,0.6115788048512486,0.6091038942523644,0.20579999999999998,0.025875857473714757
CAID3 Disorder-PDB,UdonPred-combined,0.8658853675286161,0.8632363624393626,0.7363063854454837,0.7311427593663702,0.3991,0.03175043306791263
CAID3 Disorder-PDB,DARUMA-beta,0.8269978873285608,0.8270516406212545,0.6863589228695739,0.68400213819854,0.44000000000000006,0.041593268686170845
