dataset,round,reference,plddt_cutoff,sensitivity,specificity,balanced_accuracy,mcc,sensitivity_long
CAID2 Disorder-PDB,caid2,disorder_pdb,33.0,0.14711278064121605,0.9976911189891828,0.5724019498151994,0.31865478872776104,0.15606760391818505
CAID2 Disorder-PDB,caid2,disorder_pdb,34.0,0.1745435485279986,0.9972729751840742,0.5859082618560364,0.3486762427735948,0.18428665685428616
CAID2 Disorder-PDB,caid2,disorder_pdb,35.0,0.1987420284790775,0.9969639123716025,0.59785297042534,0.37379273638723365,0.21006953255849364
CAID2 Disorder-PDB,caid2,disorder_pdb,36.0,0.22709006726653272,0.9965275884010545,0.6118088278337936,0.4014002822194318,0.2399634573415216
CAID2 Disorder-PDB,caid2,disorder_pdb,37.0,0.25561282432078275,0.9958912826106717,0.6257520534657273,0.42717018543016244,0.26919758412424505
CAID2 Disorder-PDB,caid2,disorder_pdb,38.0,0.2885908971783,0.9953640578129261,0.6419774774956131,0.4563979786098646,0.30299954321676903
CAID2 Disorder-PDB,caid2,disorder_pdb,39.0,0.3191229143006901,0.9947095718571038,0.656916243078897,0.48189777119902005,0.3352281378470284
CAID2 Disorder-PDB,caid2,disorder_pdb,40.0,0.349698610989779,0.9941641668939187,0.6719313889418489,0.5069738567845634,0.3671014566309699
CAID2 Disorder-PDB,caid2,disorder_pdb,41.0,0.37643050580938237,0.9937278429233706,0.6850791743663764,0.5284449289470784,0.394457696797442
CAID2 Disorder-PDB,caid2,disorder_pdb,42.0,0.40342447802917797,0.9932551586219435,0.6983398183255607,0.549570002474597,0.4223214738872253
CAID2 Disorder-PDB,caid2,disorder_pdb,43.0,0.4301126932820826,0.9927642941550768,0.7114384937185797,0.5699978988214628,0.45018525097700857
CAID2 Disorder-PDB,caid2,disorder_pdb,44.0,0.45920328470341576,0.991982547041178,0.7255929158722969,0.5912510647817842,0.4799776683753743
CAID2 Disorder-PDB,caid2,disorder_pdb,45.0,0.4826155324539181,0.9914735024088719,0.737044517431395,0.6084310959708961,0.5042379333096483
CAID2 Disorder-PDB,caid2,disorder_pdb,46.0,0.5042805975364725,0.9906917552949732,0.7474861764157228,0.6234070764387305,0.526214282089022
CAID2 Disorder-PDB,caid2,disorder_pdb,47.0,0.5214029876823622,0.9902372511589855,0.7558201194206738,0.6355531583032894,0.5436735522509263
CAID2 Disorder-PDB,caid2,disorder_pdb,48.0,0.5398794443959116,0.9895282247068449,0.7647038345513782,0.6480658135224742,0.5623001573364462
CAID2 Disorder-PDB,caid2,disorder_pdb,49.0,0.5591421333100376,0.9887646577583856,0.7739533955342116,0.660991715423985,0.5815358067299397
CAID2 Disorder-PDB,caid2,disorder_pdb,50.0,0.5758277277889403,0.988201072629761,0.7820144002093506,0.6723625567684239,0.5980815104298838
CAID2 Disorder-PDB,caid2,disorder_pdb,51.0,0.5927317201013366,0.9871284428688301,0.7899300814850834,0.6827335778968232,0.6151855047454702
CAID2 Disorder-PDB,caid2,disorder_pdb,52.0,0.6062723857779331,0.9862376147622943,0.7962550002701136,0.6909714659339901,0.6286352332132162
CAID2 Disorder-PDB,caid2,disorder_pdb,53.0,0.6192452170874465,0.98529224615944,0.8022687316234433,0.6986699772130383,0.6408161193726843
CAID2 Disorder-PDB,caid2,disorder_pdb,54.0,0.6335721149646195,0.9840741750749932,0.8088231450198063,0.7068169191675346,0.6546718773790793
CAID2 Disorder-PDB,caid2,disorder_pdb,55.0,0.6447104044727876,0.9828379238251068,0.8137741641489472,0.7125678461484195,0.6648733695376339
CAID2 Disorder-PDB,caid2,disorder_pdb,56.0,0.6572027605486154,0.9813653304245069,0.8192840454865611,0.7188778250089303,0.6764452113891286
CAID2 Disorder-PDB,caid2,disorder_pdb,57.0,0.6702629509915262,0.980038178347423,0.8251505646694746,0.7259450673773847,0.6888798660102522
CAID2 Disorder-PDB,caid2,disorder_pdb,58.0,0.6785183890975801,0.9789473684210527,0.8287328787593164,0.7299285110833043,0.6968481957062377
CAID2 Disorder-PDB,caid2,disorder_pdb,59.0,0.6876037389709094,0.9773656940278157,0.8324847164993625,0.7335907269488467,0.7053748160178653
CAID2 Disorder-PDB,caid2,disorder_pdb,60.0,0.6962959727439504,0.9758749204617762,0.8360854466028633,0.7371794847790196,0.7132416383291884
CAID2 Disorder-PDB,caid2,disorder_pdb,61.0,0.7034157421158382,0.9741296245795836,0.8387726833477109,0.7391434428274266,0.7203471552555448
CAID2 Disorder-PDB,caid2,disorder_pdb,62.0,0.7115838210884948,0.9723116080356331,0.841947714562064,0.7418017748620344,0.7281124701822057
CAID2 Disorder-PDB,caid2,disorder_pdb,63.0,0.7200139774613435,0.970184528679211,0.8450992530702772,0.7441305240851834,0.7360807998781911
CAID2 Disorder-PDB,caid2,disorder_pdb,64.0,0.7277452607670132,0.9684392327970185,0.8480922467820158,0.7467014309263907,0.7438461148048521
CAID2 Disorder-PDB,caid2,disorder_pdb,65.0,0.7341661570717218,0.9663666939369149,0.8502664255043184,0.7477332531187015,0.7497335431152616
CAID2 Disorder-PDB,caid2,disorder_pdb,66.0,0.7426836725779681,0.9638760112717025,0.8532798419248353,0.7496481424279645,0.7582094097345582
CAID2 Disorder-PDB,caid2,disorder_pdb,67.0,0.7497160828164584,0.9612580674484138,0.8554870751324362,0.7502909591265678,0.7652641729685835
CAID2 Disorder-PDB,caid2,disorder_pdb,68.0,0.7558749017209749,0.9593127897463867,0.8575938457336808,0.7515252582013565,0.7712531086636553
CAID2 Disorder-PDB,caid2,disorder_pdb,69.0,0.763387787193151,0.9562039814562312,0.8597958843246911,0.7518162886589649,0.7782571182053495
CAID2 Disorder-PDB,caid2,disorder_pdb,70.0,0.7698523630645584,0.9529679120079992,0.8614101375362788,0.7511879762974814,0.7846520834390702
CAID2 Disorder-PDB,caid2,disorder_pdb,71.0,0.7755307067353892,0.9505863103354241,0.8630585085354066,0.7514905299344226,0.7903872506724864
CAID2 Disorder-PDB,caid2,disorder_pdb,72.0,0.782650476107277,0.9474229615489501,0.8650367188281136,0.7516509548733252,0.7971882454448561
CAID2 Disorder-PDB,caid2,disorder_pdb,73.0,0.7903380798462479,0.9435142259794564,0.8669261529128522,0.7511186475945963,0.804953560371517
CAID2 Disorder-PDB,caid2,disorder_pdb,74.0,0.7965842578841618,0.9403508771929825,0.8684675675385721,0.7507992808069933,0.8113485256052377
CAID2 Disorder-PDB,caid2,disorder_pdb,75.0,0.8035293089892548,0.9361512589764567,0.8698402839828557,0.7494551618791143,0.8179972593006141
CAID2 Disorder-PDB,caid2,disorder_pdb,76.0,0.8102122826941557,0.9317334787746568,0.8709728807344063,0.7476956197738777,0.824442978226666
CAID2 Disorder-PDB,caid2,disorder_pdb,77.0,0.8177251681663318,0.9273702390691755,0.8725477036177536,0.7468015774929334,0.8320052783840024
CAID2 Disorder-PDB,caid2,disorder_pdb,78.0,0.8237966279374509,0.9227706572129807,0.8732836425752157,0.7445520880790735,0.8377911993097498
CAID2 Disorder-PDB,caid2,disorder_pdb,79.0,0.8312221542762296,0.9161530769930006,0.8736876156346152,0.7405094917436199,0.8449474699284373
CAID2 Disorder-PDB,caid2,disorder_pdb,80.0,0.8390844762819952,0.9084083265157713,0.8737464013988833,0.7354312278335019,0.8529157996244227
CAID2 Disorder-PDB,caid2,disorder_pdb,81.0,0.8451122564864156,0.9012271611671666,0.8731697088267911,0.7299918844139319,0.8586509668578389
CAID2 Disorder-PDB,caid2,disorder_pdb,82.0,0.8541102472263475,0.8913189710026361,0.8727146091144918,0.7234309252778088,0.8673806019387911
CAID2 Disorder-PDB,caid2,disorder_pdb,83.0,0.8607495413645496,0.8801018089264613,0.8704256751455055,0.7136584884781138,0.8734710450185251
CAID2 Disorder-PDB,caid2,disorder_pdb,84.0,0.8664715646020792,0.8673756931188074,0.8669236288604433,0.7016749060114693,0.8786986753286301
CAID2 Disorder-PDB,caid2,disorder_pdb,85.0,0.8741154887743514,0.8509408235614944,0.8625281561679229,0.6872245459626805,0.8859564533319799
CAID2 Disorder-PDB,caid2,disorder_pdb,86.0,0.882414606447104,0.8337060267248432,0.8580603165859736,0.6732197364530985,0.8935695071816475
CAID2 Disorder-PDB,caid2,disorder_pdb,87.0,0.8890539005853062,0.8155622216162167,0.8523080611007614,0.6576313811936698,0.8997614576460438
CAID2 Disorder-PDB,caid2,disorder_pdb,88.0,0.8970909408578667,0.7912917007544769,0.8441913208061718,0.6373504498070066,0.9069684819570624
CAID2 Disorder-PDB,caid2,disorder_pdb,89.0,0.9055647767974142,0.7627488410144533,0.8341568089059337,0.614322708510042,0.9143277673450744
CAID2 Disorder-PDB,caid2,disorder_pdb,90.0,0.9152616406045252,0.7262976093082447,0.820779624956385,0.5861894313717532,0.9229051413490331
CAID2 Disorder-PDB,caid2,disorder_pdb,91.0,0.9246527474447453,0.6885737660212707,0.806613256733008,0.558780879966928,0.9313810079683297
CAID2 Disorder-PDB,caid2,disorder_pdb,92.0,0.9329955446841968,0.6480683574220525,0.7905319510531246,0.5299465484312682,0.9387910470486728
CAID2 Disorder-PDB,caid2,disorder_pdb,93.0,0.9447453481261466,0.588346513953277,0.7665459310397118,0.4902926059607903,0.949753844592194
CAID2 Disorder-PDB,caid2,disorder_pdb,94.0,0.9532628636323928,0.5350422688846469,0.7441525662585198,0.45574163240017035,0.9573668984418616
CAID2 Disorder-PDB,caid2,disorder_pdb,95.0,0.9662356949419062,0.4601581674393237,0.713196931190615,0.41158356205660224,0.9707658732172766
CAID2 Disorder-PDB,caid2,disorder_pdb,96.0,0.9767624705162925,0.39321879829106443,0.6849906344036785,0.37356939897730373,0.9815764096838046
CAID2 Disorder-PDB,caid2,disorder_pdb,97.0,0.9857604612562243,0.3117898372875193,0.6487751492718719,0.32493773883109883,0.989595493072121
CAID2 Disorder-PDB,caid2,disorder_pdb,98.0,0.9941469380623744,0.20438141987092082,0.5992641789666476,0.25609657440200145,0.995635182459524
CAID2 Disorder-PDB,caid2,disorder_pdb,99.0,1.0,0.0007453867830197255,0.5003726933915099,0.014804715340802632,1.0
CAID2 Disorder-NOX,caid2,disorder_nox,5.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,6.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,7.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,8.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,9.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,10.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,11.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,12.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,13.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,14.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,15.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,16.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,17.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,18.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,19.0,0.0,1.0,0.5,,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,20.0,0.0,0.9999602954022075,0.49998014770110377,-0.003280449543323948,0.0
CAID2 Disorder-NOX,caid2,disorder_nox,21.0,0.00010679196924391286,0.9999404431033113,0.5000236175362777,0.0024682922051892237,0.00011326311020500623
CAID2 Disorder-NOX,caid2,disorder_nox,22.0,0.00048056386159760786,0.9997617724132455,0.5001211681374216,0.0061798232935409815,0.0004530524408200249
CAID2 Disorder-NOX,caid2,disorder_nox,23.0,0.0012815036309269544,0.9993647264353213,0.5003231150331241,0.010094166690766303,0.0013025257673575717
CAID2 Disorder-NOX,caid2,disorder_nox,24.0,0.0037911149081589065,0.9978956563170015,0.5008433856125802,0.014832957825685177,0.003794314191867709
CAID2 Disorder-NOX,caid2,disorder_nox,25.0,0.008169585647159333,0.9953545620582863,0.5017620738527229,0.020990339478666416,0.008268207044965455
CAID2 Disorder-NOX,caid2,disorder_nox,26.0,0.01569841947885519,0.9910466131978083,0.5033725163383317,0.02903093848140916,0.015913466983803377
CAID2 Disorder-NOX,caid2,disorder_nox,27.0,0.024615548910721912,0.9857261970936234,0.5051708730021727,0.0354808750905967,0.024974515800203875
CAID2 Disorder-NOX,caid2,disorder_nox,28.0,0.036683041435284065,0.9795322798380053,0.5081076606366447,0.04628948265546439,0.036980405481934535
CAID2 Disorder-NOX,caid2,disorder_nox,29.0,0.04949807774455361,0.9723854522353689,0.5109417649899612,0.05402207351330107,0.050232189375920264
CAID2 Disorder-NOX,caid2,disorder_nox,30.0,0.0647159333618112,0.9640871912967521,0.5144015623292817,0.0626141959553298,0.06574923547400612
CAID2 Disorder-NOX,caid2,disorder_nox,31.0,0.08303075608714225,0.9541411895497499,0.5185859728184461,0.07190192347870462,0.08460754332313965
CAID2 Disorder-NOX,caid2,disorder_nox,32.0,0.10668517727466895,0.9411379337727309,0.5239115555237,0.08232877701149843,0.10895911201721599
CAID2 Disorder-NOX,caid2,disorder_nox,33.0,0.1319948739854763,0.9282537917890892,0.5301243328872828,0.09449378236641942,0.13506625891946994
CAID2 Disorder-NOX,caid2,disorder_nox,34.0,0.15890645023494232,0.9141388072738823,0.5365226287544123,0.10562103626636359,0.16219277381356892
CAID2 Disorder-NOX,caid2,disorder_nox,35.0,0.18314822725331056,0.8996466290796474,0.541397428166479,0.11213151153715381,0.18682750028315778
CAID2 Disorder-NOX,caid2,disorder_nox,36.0,0.21187526697992312,0.883605971571508,0.5477406192757156,0.12149144391448212,0.2164458036017669
CAID2 Disorder-NOX,caid2,disorder_nox,37.0,0.2409226826142674,0.8665726991185579,0.5537476908664127,0.12949909716303637,0.24589421225506852
CAID2 Disorder-NOX,caid2,disorder_nox,38.0,0.27322725331055103,0.8472564122925434,0.5602418328015473,0.137805067294605,0.2784573564390078
