dataset,method,kind,operating_point,lo,hi,n_residues,recall
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,6,10,270,0.6703703703703704
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,11,15,955,0.7193717277486911
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,16,20,843,0.6951364175563464
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,21,30,1280,0.7703125
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,31,50,1872,0.7777777777777778
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,51,100,3671,0.8267502043040044
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,101,200,6723,0.8151123010560761
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,201,-1,6688,0.8292464114832536
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,6,10,270,0.37777777777777777
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,11,15,955,0.556020942408377
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,16,20,843,0.66429418742586
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,21,30,1280,0.75546875
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,31,50,1872,0.7767094017094017
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,51,100,3671,0.8327431217651866
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,101,200,6723,0.8729733749814071
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,201,-1,6688,0.8956339712918661
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,6,10,270,0.26296296296296295
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,11,15,955,0.5089005235602094
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,16,20,843,0.6429418742586003
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,21,30,1280,0.6890625
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,31,50,1872,0.7377136752136753
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,51,100,3671,0.8450013620266957
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,101,200,6723,0.8734196043432991
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,201,-1,6688,0.8951854066985646
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,6,10,270,0.5148148148148148
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,11,15,955,0.587434554973822
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,16,20,843,0.5456702253855279
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,21,30,1280,0.721875
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,31,50,1872,0.6495726495726496
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,51,100,3671,0.7910651048760555
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,101,200,6723,0.6889781347612673
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,201,-1,6688,0.7105263157894737
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,6,10,270,0.44814814814814813
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,11,15,955,0.5769633507853403
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,16,20,843,0.5539739027283511
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,21,30,1280,0.690625
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,31,50,1872,0.6698717948717948
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,51,100,3671,0.7314083356033778
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,101,200,6723,0.6803510337646884
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,201,-1,6688,0.7015550239234449
CAID3 Disorder-PDB,DisoPred,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisoPred,DED,calibrated,6,10,270,0.2962962962962963
CAID3 Disorder-PDB,DisoPred,DED,calibrated,11,15,955,0.393717277486911
CAID3 Disorder-PDB,DisoPred,DED,calibrated,16,20,843,0.5005931198102017
CAID3 Disorder-PDB,DisoPred,DED,calibrated,21,30,1280,0.6640625
CAID3 Disorder-PDB,DisoPred,DED,calibrated,31,50,1872,0.6004273504273504
CAID3 Disorder-PDB,DisoPred,DED,calibrated,51,100,3671,0.7687278670661944
CAID3 Disorder-PDB,DisoPred,DED,calibrated,101,200,6723,0.747434181169121
CAID3 Disorder-PDB,DisoPred,DED,calibrated,201,-1,6688,0.8898026315789473
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,6,10,270,0.44074074074074077
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,11,15,955,0.4806282722513089
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,16,20,843,0.5065243179122183
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,21,30,1280,0.47109375
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,31,50,1872,0.594017094017094
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,51,100,3671,0.5260147098883138
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,101,200,6723,0.6009222073479101
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,201,-1,6688,0.6818181818181818
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,6,10,270,0.5296296296296297
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,11,15,955,0.5476439790575917
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,16,20,843,0.6180308422301305
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,21,30,1280,0.7046875
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,31,50,1872,0.6891025641025641
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,51,100,3671,0.7450286025606102
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,101,200,6723,0.7504090435817343
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,201,-1,6688,0.8407595693779905
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,6,10,270,0.5074074074074074
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,11,15,955,0.5350785340314136
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,16,20,843,0.5682087781731909
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,21,30,1280,0.7203125
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,31,50,1872,0.655448717948718
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,51,100,3671,0.7709071097793517
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,101,200,6723,0.8087163468689573
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,201,-1,6688,0.7945574162679426
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,6,10,270,0.6518518518518519
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,11,15,955,0.6387434554973822
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,16,20,843,0.6263345195729537
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,21,30,1280,0.81953125
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,31,50,1872,0.6917735042735043
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,51,100,3671,0.813947153364206
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,101,200,6723,0.810650007437156
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,201,-1,6688,0.7914174641148325
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,6,10,270,0.42962962962962964
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,11,15,955,0.49109947643979057
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,16,20,843,0.4400948991696323
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,21,30,1280,0.61171875
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,31,50,1872,0.5587606837606838
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,51,100,3671,0.6845546172704985
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,101,200,6723,0.6586345381526104
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,201,-1,6688,0.7425239234449761
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,6,10,270,0.34074074074074073
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,11,15,955,0.49214659685863876
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,16,20,843,0.5231316725978647
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,21,30,1280,0.6390625
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,31,50,1872,0.5998931623931624
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,51,100,3671,0.7692726777444838
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,101,200,6723,0.7825375576379593
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,201,-1,6688,0.8724581339712919
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,6,10,270,0.15555555555555556
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,11,15,955,0.35706806282722514
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,16,20,843,0.33570581257413995
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,21,30,1280,0.55703125
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,31,50,1872,0.5229700854700855
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,51,100,3671,0.8174884227730863
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,101,200,6723,0.8160047597798602
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,201,-1,6688,0.8942882775119617
CAID3 Disorder-PDB,DisoMine,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisoMine,DED,calibrated,6,10,270,0.3888888888888889
CAID3 Disorder-PDB,DisoMine,DED,calibrated,11,15,955,0.47958115183246075
CAID3 Disorder-PDB,DisoMine,DED,calibrated,16,20,843,0.4578884934756821
CAID3 Disorder-PDB,DisoMine,DED,calibrated,21,30,1280,0.671875
CAID3 Disorder-PDB,DisoMine,DED,calibrated,31,50,1872,0.4230769230769231
CAID3 Disorder-PDB,DisoMine,DED,calibrated,51,100,3671,0.6668482702260964
CAID3 Disorder-PDB,DisoMine,DED,calibrated,101,200,6723,0.6327532351628737
CAID3 Disorder-PDB,DisoMine,DED,calibrated,201,-1,6688,0.8148923444976076
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,6,10,270,0.46296296296296297
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,11,15,955,0.48586387434554973
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,16,20,843,0.6014234875444839
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,21,30,1280,0.65546875
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,31,50,1872,0.6351495726495726
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,51,100,3671,0.8272950149822936
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,101,200,6723,0.8453071545441023
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,201,-1,6688,0.9469198564593302
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,6,10,270,0.362962962962963
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,11,15,955,0.4418848167539267
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,16,20,843,0.5539739027283511
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,21,30,1280,0.6140625
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,31,50,1872,0.5950854700854701
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,51,100,3671,0.7864342141105966
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,101,200,6723,0.8298378699985126
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,201,-1,6688,0.9424342105263158
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,6,10,270,0.6407407407407407
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,11,15,955,0.7382198952879581
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,16,20,843,0.708185053380783
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,21,30,1280,0.8421875
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,31,50,1872,0.8087606837606838
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,51,100,3671,0.8610732770362299
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,101,200,6723,0.8380187416331994
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,201,-1,6688,0.965011961722488
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,6,10,270,0.4703703703703704
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,11,15,955,0.5047120418848168
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,16,20,843,0.5456702253855279
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,21,30,1280,0.68359375
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,31,50,1872,0.6335470085470085
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,51,100,3671,0.7959684009806592
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,101,200,6723,0.8461996132678864
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,201,-1,6688,0.9448265550239234
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,6,10,270,0.5555555555555556
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,11,15,955,0.5842931937172775
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,16,20,843,0.6832740213523132
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,21,30,1280,0.71796875
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,31,50,1872,0.6960470085470085
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,51,100,3671,0.817760828112231
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,101,200,6723,0.8110962367990481
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,201,-1,6688,0.8569078947368421
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,6,10,270,0.5259259259259259
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,11,15,955,0.562303664921466
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,16,20,843,0.6773428232502966
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,21,30,1280,0.72578125
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,31,50,1872,0.6741452991452992
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,51,100,3671,0.7981476436938164
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,101,200,6723,0.8042540532500372
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,201,-1,6688,0.8415071770334929
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,6,10,270,0.5925925925925926
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,11,15,955,0.5884816753926702
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,16,20,843,0.6227758007117438
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,21,30,1280,0.678125
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,31,50,1872,0.6351495726495726
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,51,100,3671,0.7858894034323073
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,101,200,6723,0.737022162724974
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,201,-1,6688,0.7698863636363636
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,6,10,270,0.5259259259259259
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,11,15,955,0.5214659685863874
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,16,20,843,0.5990510083036773
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,21,30,1280,0.71796875
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,31,50,1872,0.6923076923076923
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,51,100,3671,0.8422773086352493
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,101,200,6723,0.8426297783727502
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,201,-1,6688,0.8848684210526315
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,6,10,270,0.32222222222222224
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,11,15,955,0.4261780104712042
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,16,20,843,0.4626334519572954
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,21,30,1280,0.62109375
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,31,50,1872,0.5673076923076923
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,51,100,3671,0.7101607191500954
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,101,200,6723,0.7486241261341663
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,201,-1,6688,0.8328349282296651
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,6,10,270,0.5037037037037037
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,11,15,955,0.5968586387434555
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,16,20,843,0.5824436536180309
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,21,30,1280,0.775
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,31,50,1872,0.6762820512820513
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,51,100,3671,0.8272950149822936
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,101,200,6723,0.8047002826119292
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,201,-1,6688,0.8764952153110048
CAID3 Disorder-PDB,s2D-2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,s2D-2,DED,calibrated,6,10,270,0.6666666666666666
CAID3 Disorder-PDB,s2D-2,DED,calibrated,11,15,955,0.6994764397905759
CAID3 Disorder-PDB,s2D-2,DED,calibrated,16,20,843,0.6761565836298933
CAID3 Disorder-PDB,s2D-2,DED,calibrated,21,30,1280,0.6546875
CAID3 Disorder-PDB,s2D-2,DED,calibrated,31,50,1872,0.593482905982906
CAID3 Disorder-PDB,s2D-2,DED,calibrated,51,100,3671,0.7044402070280578
CAID3 Disorder-PDB,s2D-2,DED,calibrated,101,200,6723,0.6694927859586494
CAID3 Disorder-PDB,s2D-2,DED,calibrated,201,-1,6688,0.6605861244019139
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,1,5,0,
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,6,10,60,0.6333333333333333
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,11,15,314,0.6464968152866242
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,16,20,349,0.5959885386819485
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,21,30,647,0.714064914992272
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,31,50,1017,0.6991150442477876
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,51,100,2701,0.8556090336912254
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,101,200,6096,0.8508858267716536
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,201,-1,6688,0.8609449760765551
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,1,5,0,
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,6,10,60,0.45
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,11,15,314,0.5063694267515924
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,16,20,349,0.5329512893982808
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,21,30,647,0.6800618238021638
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,31,50,1017,0.7315634218289085
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,51,100,2701,0.8593113661606813
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,101,200,6096,0.8361220472440944
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,201,-1,6688,0.9222488038277512
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,1,5,0,
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,6,10,60,0.7666666666666667
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,11,15,314,0.7101910828025477
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,16,20,349,0.6762177650429799
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,21,30,647,0.7789799072642968
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,31,50,1017,0.7138643067846607
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,51,100,2701,0.8718992965568308
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,101,200,6096,0.854002624671916
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,201,-1,6688,0.8817284688995215
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,1,5,0,
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,6,10,60,0.7
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,11,15,314,0.6815286624203821
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,16,20,349,0.6303724928366762
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,21,30,647,0.8531684698608965
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,31,50,1017,0.8525073746312685
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,51,100,2701,0.9437245464642725
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,101,200,6096,0.901246719160105
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,201,-1,6688,0.9691985645933014
CAID3 Disorder-NOX,AIUPred,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,AIUPred,DED,calibrated,6,10,60,0.25
CAID3 Disorder-NOX,AIUPred,DED,calibrated,11,15,314,0.5095541401273885
CAID3 Disorder-NOX,AIUPred,DED,calibrated,16,20,349,0.40974212034383956
CAID3 Disorder-NOX,AIUPred,DED,calibrated,21,30,647,0.5409582689335394
CAID3 Disorder-NOX,AIUPred,DED,calibrated,31,50,1017,0.584070796460177
CAID3 Disorder-NOX,AIUPred,DED,calibrated,51,100,2701,0.7389855609033691
CAID3 Disorder-NOX,AIUPred,DED,calibrated,101,200,6096,0.718996062992126
CAID3 Disorder-NOX,AIUPred,DED,calibrated,201,-1,6688,0.774072966507177
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,6,10,60,0.26666666666666666
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,11,15,314,0.4713375796178344
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,16,20,349,0.498567335243553
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,21,30,647,0.5826893353941267
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,31,50,1017,0.7177974434611603
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,51,100,2701,0.8382080710847835
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,101,200,6096,0.8121719160104987
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,201,-1,6688,0.84688995215311
CAID3 Disorder-NOX,IUPred3,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,IUPred3,DED,calibrated,6,10,60,0.16666666666666666
CAID3 Disorder-NOX,IUPred3,DED,calibrated,11,15,314,0.4394904458598726
CAID3 Disorder-NOX,IUPred3,DED,calibrated,16,20,349,0.4326647564469914
CAID3 Disorder-NOX,IUPred3,DED,calibrated,21,30,647,0.5054095826893354
CAID3 Disorder-NOX,IUPred3,DED,calibrated,31,50,1017,0.6509341199606686
CAID3 Disorder-NOX,IUPred3,DED,calibrated,51,100,2701,0.6812291743798593
CAID3 Disorder-NOX,IUPred3,DED,calibrated,101,200,6096,0.6837270341207349
CAID3 Disorder-NOX,IUPred3,DED,calibrated,201,-1,6688,0.7906698564593302
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,6,10,60,0.16666666666666666
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,11,15,314,0.6114649681528662
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,16,20,349,0.4670487106017192
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,21,30,647,0.6275115919629057
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,31,50,1017,0.47099311701081614
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,51,100,2701,0.6978896704924102
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,101,200,6096,0.6133530183727034
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,201,-1,6688,0.7914174641148325
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,6,10,60,0.36666666666666664
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,11,15,314,0.5445859872611465
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,16,20,349,0.36103151862464183
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,21,30,647,0.5193199381761978
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,31,50,1017,0.5417895771878073
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,51,100,2701,0.6438356164383562
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,101,200,6096,0.5894028871391076
