dataset,method,kind,operating_point,lo,hi,n_residues,recall
CAID2 Disorder-PDB,metapredict,DED,calibrated,101,200,3672,0.8123638344226579
CAID2 Disorder-PDB,metapredict,DED,calibrated,201,-1,10717,0.8613417934123355
CAID2 Disorder-PDB,disomine,DED,calibrated,1,5,0,
CAID2 Disorder-PDB,disomine,DED,calibrated,6,10,160,0.5625
CAID2 Disorder-PDB,disomine,DED,calibrated,11,15,898,0.3195991091314031
CAID2 Disorder-PDB,disomine,DED,calibrated,16,20,752,0.3337765957446808
CAID2 Disorder-PDB,disomine,DED,calibrated,21,30,1381,0.5409123823316437
CAID2 Disorder-PDB,disomine,DED,calibrated,31,50,1665,0.4168168168168168
CAID2 Disorder-PDB,disomine,DED,calibrated,51,100,3649,0.7152644560153467
CAID2 Disorder-PDB,disomine,DED,calibrated,101,200,3672,0.7766884531590414
CAID2 Disorder-PDB,disomine,DED,calibrated,201,-1,10717,0.768405337314547
CAID2 Disorder-PDB,s2D,DED,calibrated,1,5,0,
CAID2 Disorder-PDB,s2D,DED,calibrated,6,10,160,0.7375
CAID2 Disorder-PDB,s2D,DED,calibrated,11,15,898,0.6403118040089086
CAID2 Disorder-PDB,s2D,DED,calibrated,16,20,752,0.586436170212766
CAID2 Disorder-PDB,s2D,DED,calibrated,21,30,1381,0.6415640839971035
CAID2 Disorder-PDB,s2D,DED,calibrated,31,50,1665,0.6054054054054054
CAID2 Disorder-PDB,s2D,DED,calibrated,51,100,3649,0.6796382570567279
CAID2 Disorder-PDB,s2D,DED,calibrated,101,200,3672,0.6734749455337691
CAID2 Disorder-PDB,s2D,DED,calibrated,201,-1,10717,0.7119529719137818
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,1,5,0,
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,6,10,50,0.8
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,11,15,230,0.782608695652174
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,16,20,243,0.8559670781893004
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,21,30,547,0.70018281535649
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,31,50,837,0.6296296296296297
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,51,100,2790,0.8745519713261649
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,101,200,3563,0.8720179623912433
CAID2 Disorder-NOX,AlphaFold-disorder,AF,calibrated,201,-1,10468,0.8427588842185709
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,1,5,0,
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,6,10,50,0.96
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,11,15,230,0.508695652173913
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,16,20,243,0.51440329218107
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,21,30,547,0.6489945155393053
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,31,50,837,0.5591397849462365
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,51,100,2790,0.8562724014336918
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,101,200,3563,0.8678080269435868
CAID2 Disorder-NOX,AlphaFold-rsa,AF,calibrated,201,-1,10468,0.8081773022544899
CAID2 Disorder-NOX,AIUPred,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,AIUPred,DED,calibrated,6,10,50,0.36
CAID2 Disorder-NOX,AIUPred,DED,calibrated,11,15,230,0.3782608695652174
CAID2 Disorder-NOX,AIUPred,DED,calibrated,16,20,243,0.3374485596707819
CAID2 Disorder-NOX,AIUPred,DED,calibrated,21,30,547,0.4424131627056673
CAID2 Disorder-NOX,AIUPred,DED,calibrated,31,50,837,0.4755077658303465
CAID2 Disorder-NOX,AIUPred,DED,calibrated,51,100,2790,0.7075268817204301
CAID2 Disorder-NOX,AIUPred,DED,calibrated,101,200,3563,0.7426326129666012
CAID2 Disorder-NOX,AIUPred,DED,calibrated,201,-1,10468,0.8366450133740925
CAID2 Disorder-NOX,IUPred3,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,IUPred3,DED,calibrated,6,10,50,0.52
CAID2 Disorder-NOX,IUPred3,DED,calibrated,11,15,230,0.44782608695652176
CAID2 Disorder-NOX,IUPred3,DED,calibrated,16,20,243,0.2880658436213992
CAID2 Disorder-NOX,IUPred3,DED,calibrated,21,30,547,0.4040219378427788
CAID2 Disorder-NOX,IUPred3,DED,calibrated,31,50,837,0.4050179211469534
CAID2 Disorder-NOX,IUPred3,DED,calibrated,51,100,2790,0.6222222222222222
CAID2 Disorder-NOX,IUPred3,DED,calibrated,101,200,3563,0.6794835812517541
CAID2 Disorder-NOX,IUPred3,DED,calibrated,201,-1,10468,0.7746465418418036
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,6,10,50,0.8
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,11,15,230,0.6
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,16,20,243,0.4444444444444444
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,21,30,547,0.5502742230347349
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,31,50,837,0.6953405017921147
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,51,100,2790,0.8512544802867383
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,101,200,3563,0.850968285152961
CAID2 Disorder-NOX,ESpritz-D,DED,calibrated,201,-1,10468,0.8826901031715705
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,6,10,50,0.94
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,11,15,230,0.6869565217391305
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,16,20,243,0.5061728395061729
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,21,30,547,0.7659963436928702
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,31,50,837,0.5818399044205496
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,51,100,2790,0.725089605734767
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,101,200,3563,0.7928711759753018
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,201,-1,10468,0.8363584256782576
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,6,10,50,0.52
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,11,15,230,0.5956521739130435
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,16,20,243,0.5185185185185185
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,21,30,547,0.6946983546617916
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,31,50,837,0.5340501792114696
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,51,100,2790,0.7060931899641577
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,101,200,3563,0.7255122088127982
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,201,-1,10468,0.6821742453190677
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,6,10,50,0.66
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,11,15,230,0.6304347826086957
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,16,20,243,0.41975308641975306
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,21,30,547,0.6709323583180987
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,31,50,837,0.4946236559139785
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,51,100,2790,0.6956989247311828
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,101,200,3563,0.7555430816727476
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,201,-1,10468,0.7585021016431028
CAID2 Disorder-NOX,flDPnn,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,flDPnn,DED,calibrated,6,10,50,0.96
CAID2 Disorder-NOX,flDPnn,DED,calibrated,11,15,230,0.8043478260869565
CAID2 Disorder-NOX,flDPnn,DED,calibrated,16,20,243,0.691358024691358
CAID2 Disorder-NOX,flDPnn,DED,calibrated,21,30,547,0.8464351005484461
CAID2 Disorder-NOX,flDPnn,DED,calibrated,31,50,837,0.7311827956989247
CAID2 Disorder-NOX,flDPnn,DED,calibrated,51,100,2790,0.8623655913978494
CAID2 Disorder-NOX,flDPnn,DED,calibrated,101,200,3563,0.8610721302273365
CAID2 Disorder-NOX,flDPnn,DED,calibrated,201,-1,10468,0.8223156285823462
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,6,10,50,0.66
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,11,15,230,0.6521739130434783
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,16,20,243,0.6008230452674898
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,21,30,547,0.6727605118829981
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,31,50,837,0.5627240143369175
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,51,100,2790,0.7989247311827957
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,101,200,3563,0.8672467022172327
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,201,-1,10468,0.7470385938097057
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,6,10,50,0.62
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,11,15,230,0.45652173913043476
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,16,20,243,0.6008230452674898
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,21,30,547,0.6910420475319927
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,31,50,837,0.4551971326164875
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,51,100,2790,0.7444444444444445
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,101,200,3563,0.7325287678922257
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,201,-1,10468,0.8403706534199465
CAID2 Disorder-NOX,SETH-0,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,SETH-0,DED,calibrated,6,10,50,0.9
CAID2 Disorder-NOX,SETH-0,DED,calibrated,11,15,230,0.6956521739130435
CAID2 Disorder-NOX,SETH-0,DED,calibrated,16,20,243,0.7818930041152263
CAID2 Disorder-NOX,SETH-0,DED,calibrated,21,30,547,0.7148080438756855
CAID2 Disorder-NOX,SETH-0,DED,calibrated,31,50,837,0.6093189964157706
CAID2 Disorder-NOX,SETH-0,DED,calibrated,51,100,2790,0.8767025089605734
CAID2 Disorder-NOX,SETH-0,DED,calibrated,101,200,3563,0.8683693516699411
CAID2 Disorder-NOX,SETH-0,DED,calibrated,201,-1,10468,0.8700802445548338
CAID2 Disorder-NOX,SETH-1,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,SETH-1,DED,calibrated,6,10,50,0.6
CAID2 Disorder-NOX,SETH-1,DED,calibrated,11,15,230,0.691304347826087
CAID2 Disorder-NOX,SETH-1,DED,calibrated,16,20,243,0.7325102880658436
CAID2 Disorder-NOX,SETH-1,DED,calibrated,21,30,547,0.6691042047531993
CAID2 Disorder-NOX,SETH-1,DED,calibrated,31,50,837,0.5842293906810035
CAID2 Disorder-NOX,SETH-1,DED,calibrated,51,100,2790,0.8308243727598567
CAID2 Disorder-NOX,SETH-1,DED,calibrated,101,200,3563,0.8548975582374404
CAID2 Disorder-NOX,SETH-1,DED,calibrated,201,-1,10468,0.8389377149407719
CAID2 Disorder-NOX,VSL2,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,VSL2,DED,calibrated,6,10,50,0.78
CAID2 Disorder-NOX,VSL2,DED,calibrated,11,15,230,0.7086956521739131
CAID2 Disorder-NOX,VSL2,DED,calibrated,16,20,243,0.4897119341563786
CAID2 Disorder-NOX,VSL2,DED,calibrated,21,30,547,0.720292504570384
CAID2 Disorder-NOX,VSL2,DED,calibrated,31,50,837,0.5232974910394266
CAID2 Disorder-NOX,VSL2,DED,calibrated,51,100,2790,0.7688172043010753
CAID2 Disorder-NOX,VSL2,DED,calibrated,101,200,3563,0.8029750210496772
CAID2 Disorder-NOX,VSL2,DED,calibrated,201,-1,10468,0.8226022162781811
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,6,10,50,0.76
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,11,15,230,0.5695652173913044
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,16,20,243,0.4444444444444444
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,21,30,547,0.7312614259597806
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,31,50,837,0.6164874551971327
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,51,100,2790,0.8068100358422939
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,101,200,3563,0.822340724108897
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,201,-1,10468,0.8634887275506304
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,6,10,50,0.82
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,11,15,230,0.6521739130434783
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,16,20,243,0.5843621399176955
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,21,30,547,0.7184643510054844
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,31,50,837,0.5639187574671446
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,51,100,2790,0.7974910394265233
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,101,200,3563,0.876789222565254
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,201,-1,10468,0.8803974016048911
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,6,10,50,0.56
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,11,15,230,0.5956521739130435
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,16,20,243,0.3868312757201646
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,21,30,547,0.7641681901279708
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,31,50,837,0.5507765830346476
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,51,100,2790,0.76415770609319
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,101,200,3563,0.8262699971933763
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,201,-1,10468,0.8299579671379442
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,6,10,50,0.6
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,11,15,230,0.6826086956521739
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,16,20,243,0.5802469135802469
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,21,30,547,0.6873857404021938
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,31,50,837,0.4743130227001195
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,51,100,2790,0.703584229390681
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,101,200,3563,0.6542239685658153
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,201,-1,10468,0.6414787925105082
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,6,10,50,0.92
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,11,15,230,0.8782608695652174
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,16,20,243,0.8847736625514403
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,21,30,547,0.8263254113345521
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,31,50,837,0.7120669056152927
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,51,100,2790,0.7738351254480287
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,101,200,3563,0.8102722424922818
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,201,-1,10468,0.7586931601069927
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,6,10,50,0.76
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,11,15,230,0.7
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,16,20,243,0.551440329218107
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,21,30,547,0.7586837294332724
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,31,50,837,0.5244922341696535
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,51,100,2790,0.7476702508960573
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,101,200,3563,0.7740667976424361
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,201,-1,10468,0.7705387848681696
CAID2 Disorder-NOX,RONN,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,RONN,DED,calibrated,6,10,50,0.78
CAID2 Disorder-NOX,RONN,DED,calibrated,11,15,230,0.6652173913043479
CAID2 Disorder-NOX,RONN,DED,calibrated,16,20,243,0.691358024691358
CAID2 Disorder-NOX,RONN,DED,calibrated,21,30,547,0.7422303473491774
CAID2 Disorder-NOX,RONN,DED,calibrated,31,50,837,0.5388291517323776
CAID2 Disorder-NOX,RONN,DED,calibrated,51,100,2790,0.7379928315412186
CAID2 Disorder-NOX,RONN,DED,calibrated,101,200,3563,0.750771821498737
CAID2 Disorder-NOX,RONN,DED,calibrated,201,-1,10468,0.742644249140237
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,6,10,50,0.92
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,11,15,230,0.6739130434782609
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,16,20,243,0.8641975308641975
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,21,30,547,0.8994515539305301
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,31,50,837,0.5746714456391876
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,51,100,2790,0.8103942652329749
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,101,200,3563,0.7914678641594162
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,201,-1,10468,0.8022544898739015
CAID2 Disorder-NOX,OPAL,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,OPAL,DED,calibrated,6,10,50,0.6
CAID2 Disorder-NOX,OPAL,DED,calibrated,11,15,230,0.8913043478260869
CAID2 Disorder-NOX,OPAL,DED,calibrated,16,20,243,0.8148148148148148
CAID2 Disorder-NOX,OPAL,DED,calibrated,21,30,547,0.8756855575868373
CAID2 Disorder-NOX,OPAL,DED,calibrated,31,50,837,0.8136200716845878
CAID2 Disorder-NOX,OPAL,DED,calibrated,51,100,2790,0.8741935483870967
CAID2 Disorder-NOX,OPAL,DED,calibrated,101,200,3563,0.8181307886612406
CAID2 Disorder-NOX,OPAL,DED,calibrated,201,-1,10468,0.7134123041650745
CAID2 Disorder-NOX,pyHCA,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,pyHCA,DED,calibrated,6,10,50,0.6
CAID2 Disorder-NOX,pyHCA,DED,calibrated,11,15,230,0.5173913043478261
CAID2 Disorder-NOX,pyHCA,DED,calibrated,16,20,243,0.38271604938271603
CAID2 Disorder-NOX,pyHCA,DED,calibrated,21,30,547,0.6416819012797075
CAID2 Disorder-NOX,pyHCA,DED,calibrated,31,50,837,0.5292712066905615
CAID2 Disorder-NOX,pyHCA,DED,calibrated,51,100,2790,0.7659498207885305
CAID2 Disorder-NOX,pyHCA,DED,calibrated,101,200,3563,0.7824866685377491
CAID2 Disorder-NOX,pyHCA,DED,calibrated,201,-1,10468,0.7632785632403516
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,6,10,50,0.3
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,11,15,230,0.2956521739130435
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,16,20,243,0.16872427983539096
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,21,30,547,0.4460694698354662
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,31,50,837,0.43966547192353644
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,51,100,2790,0.5698924731182796
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,101,200,3563,0.6351389278697727
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,201,-1,10468,0.5368742835307604
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,6,10,50,0.5
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,11,15,230,0.6043478260869565
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,16,20,243,0.7366255144032922
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,21,30,547,0.6617915904936015
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,31,50,837,0.6057347670250897
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,51,100,2790,0.8437275985663082
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,101,200,3563,0.8473196744316587
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,201,-1,10468,0.9011272449369507
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,6,10,50,0.84
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,11,15,230,0.7391304347826086
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,16,20,243,0.7860082304526749
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,21,30,547,0.7221206581352834
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,31,50,837,0.6403823178016727
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,51,100,2790,0.8523297491039427
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,101,200,3563,0.8515296098793151
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,201,-1,10468,0.9049484142147497
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,6,10,50,0.98
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,11,15,230,0.7565217391304347
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,16,20,243,0.7777777777777778
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,21,30,547,0.8574040219378428
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,31,50,837,0.6989247311827957
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,51,100,2790,0.8132616487455198
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,101,200,3563,0.865282065674993
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,201,-1,10468,0.8378868933893772
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,6,10,50,0.78
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,11,15,230,0.8521739130434782
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,16,20,243,0.7366255144032922
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,21,30,547,0.8592321755027422
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,31,50,837,0.6356033452807647
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,51,100,2790,0.8741935483870967
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,101,200,3563,0.862756104406399
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,201,-1,10468,0.834829957967138
CAID2 Disorder-NOX,DisoPred,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,DisoPred,DED,calibrated,6,10,50,0.44
CAID2 Disorder-NOX,DisoPred,DED,calibrated,11,15,230,0.44782608695652176
CAID2 Disorder-NOX,DisoPred,DED,calibrated,16,20,243,0.3497942386831276
CAID2 Disorder-NOX,DisoPred,DED,calibrated,21,30,547,0.5521023765996343
CAID2 Disorder-NOX,DisoPred,DED,calibrated,31,50,837,0.5543608124253285
CAID2 Disorder-NOX,DisoPred,DED,calibrated,51,100,2790,0.7204301075268817
CAID2 Disorder-NOX,DisoPred,DED,calibrated,101,200,3563,0.7956777996070727
CAID2 Disorder-NOX,DisoPred,DED,calibrated,201,-1,10468,0.8029231944975163
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,6,10,50,0.0
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,11,15,230,0.0
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,16,20,243,0.0
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,21,30,547,0.0
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,31,50,837,0.010752688172043012
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,51,100,2790,0.015053763440860216
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,101,200,3563,0.04995790064552343
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,201,-1,10468,0.007069163163928162
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,6,10,50,0.96
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,11,15,230,0.7
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,16,20,243,0.6337448559670782
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,21,30,547,0.8354661791590493
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,31,50,837,0.7658303464755077
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,51,100,2790,0.8896057347670251
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,101,200,3563,0.8725792871175976
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,201,-1,10468,0.861864730607566
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,6,10,50,0.5
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,11,15,230,0.4956521739130435
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,16,20,243,0.24279835390946503
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,21,30,547,0.5338208409506399
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,31,50,837,0.4970131421744325
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,51,100,2790,0.7580645161290323
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,101,200,3563,0.8571428571428571
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,201,-1,10468,0.7430263660680169
CAID2 Disorder-NOX,rawMSA,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,rawMSA,DED,calibrated,6,10,50,0.12
