dataset,method,kind,operating_point,threshold,stratum,local_recall,local_specificity,local_bacc,local_bacc_lo,local_bacc_hi,local_mcc,n_pos,n_neg
CAID2 Disorder-NOX,ESpritz-X,DED,literal,0.5,short_lt20,0.14657210401891252,0.9487179487179487,0.5476450263684306,0.5116837524044042,0.5981763456267557,0.15808273455057809,423,390
CAID2 Disorder-NOX,ESpritz-X,DED,literal,0.5,mid_20_30,0.13137557959814528,0.9616087751371115,0.5464921773676283,0.506768725084717,0.5921288863587408,0.16288770516907305,647,547
CAID2 Disorder-NOX,ESpritz-X,DED,literal,0.5,long_gt30,0.24878242156529617,0.8769045709703288,0.5628434962678125,0.5279751211771085,0.6038406067387575,0.1407478004781916,17658,7482
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,0.075,short_lt20,0.5508274231678487,0.6743589743589744,0.6125931987634116,0.5583180653907958,0.6680551141200755,0.22648752662395588,423,390
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,0.075,mid_20_30,0.6738794435857806,0.6508226691042047,0.6623510563449926,0.587152140093438,0.7305603659769494,0.3239706132908916,647,547
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,0.075,long_gt30,0.6876769736096954,0.5485164394546913,0.6180967065321934,0.5694082498951437,0.6658307925309471,0.22218901222410922,17658,7482
CAID2 Disorder-NOX,MobiDB-lite,DED,literal,0.5,short_lt20,0.375886524822695,0.8589743589743589,0.617430441898527,0.5669703564472871,0.6736657656663724,0.2664359847745453,423,390
CAID2 Disorder-NOX,MobiDB-lite,DED,literal,0.5,mid_20_30,0.4234930448222566,0.8665447897623401,0.6450189172922983,0.5628170130313436,0.7210337625153366,0.3182687621161728,647,547
CAID2 Disorder-NOX,MobiDB-lite,DED,literal,0.5,long_gt30,0.5305244082002492,0.7087677091686715,0.6196460586844603,0.5805427516910366,0.6627949388019232,0.21954106132075205,17658,7482
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,0.25,short_lt20,0.5839243498817966,0.7282051282051282,0.6560647390434624,0.6065695078058486,0.7135830271136654,0.31460890042551043,423,390
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,0.25,mid_20_30,0.6182380216383307,0.7787934186471663,0.6985157201427485,0.620029184648934,0.7652140904890757,0.39888188080835624,647,547
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,0.25,long_gt30,0.735474006116208,0.5660251269713981,0.650749566543803,0.6088498361172826,0.694012115066416,0.28821166854631824,17658,7482
CAID2 Disorder-NOX,flDPnn,DED,literal,0.5,short_lt20,0.19148936170212766,0.9128205128205128,0.5521549372613203,0.5031888025732681,0.6040757041991159,0.14953790042979323,423,390
CAID2 Disorder-NOX,flDPnn,DED,literal,0.5,mid_20_30,0.1901081916537867,0.8628884826325411,0.526498337143164,0.4642663270896842,0.5854993349946411,0.070995718087123,647,547
CAID2 Disorder-NOX,flDPnn,DED,literal,0.5,long_gt30,0.30292218824328915,0.8664795509222133,0.5847008695827512,0.5457198472328998,0.6291445068262802,0.17827584842408398,17658,7482
CAID2 Disorder-NOX,flDPnn,DED,calibrated,0.119,short_lt20,0.7943262411347518,0.4358974358974359,0.6151118385160939,0.5731968323006711,0.6602274324108113,0.24737084679854868,423,390
CAID2 Disorder-NOX,flDPnn,DED,calibrated,0.119,mid_20_30,0.8160741885625966,0.583180987202925,0.6996275878827608,0.6274667690586802,0.7582536078767105,0.41276076181854904,647,547
CAID2 Disorder-NOX,flDPnn,DED,calibrated,0.119,long_gt30,0.8321440706761808,0.4525527933707565,0.6423484320234687,0.6035190068262515,0.6838861500182075,0.2995794636269621,17658,7482
CAID2 Disorder-NOX,flDPnn2,DED,literal,0.5,short_lt20,0.2222222222222222,0.9051282051282051,0.5636752136752137,0.5183144465342695,0.6123206967864723,0.17305137672501886,423,390
CAID2 Disorder-NOX,flDPnn2,DED,literal,0.5,mid_20_30,0.18701700154559506,0.9414990859232175,0.5642580437344062,0.5199309070895003,0.6186384500293032,0.191572081838838,647,547
CAID2 Disorder-NOX,flDPnn2,DED,literal,0.5,long_gt30,0.2857628270472307,0.9077786688051324,0.5967707479261816,0.5570987987326254,0.6439367891471353,0.21086451298832481,17658,7482
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,0.203,short_lt20,0.6737588652482269,0.4564102564102564,0.5650845608292416,0.5196664964721502,0.6120626840441373,0.13341010497486683,423,390
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,0.203,mid_20_30,0.6367851622874807,0.6380255941499086,0.6374053782186946,0.5731728041235864,0.6977741157588488,0.2739101905191006,647,547
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,0.203,long_gt30,0.7707554649450674,0.5433039294306335,0.6570296971878504,0.6071509729531656,0.7086140040090818,0.3071366132359655,17658,7482
CAID2 Disorder-NOX,DISOPRED3-diso,DED,literal,0.5,short_lt20,0.41371158392434987,0.735897435897436,0.5748045099108929,0.5286157340450193,0.6319355899490372,0.1575654433726278,423,390
CAID2 Disorder-NOX,DISOPRED3-diso,DED,literal,0.5,mid_20_30,0.5455950540958269,0.8190127970749543,0.6823039255853907,0.5885696258464752,0.7757597075506687,0.3745421072793753,647,547
CAID2 Disorder-NOX,DISOPRED3-diso,DED,literal,0.5,long_gt30,0.7125382262996942,0.6268377439187383,0.6696879851092162,0.6247119553713586,0.7175234830594391,0.31835296448244166,17658,7482
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,0.32,short_lt20,0.5319148936170213,0.6615384615384615,0.5967266775777413,0.5522331129458746,0.6463840311758352,0.19474316507065703,423,390
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,0.32,mid_20_30,0.6723338485316847,0.7586837294332724,0.7155087889824785,0.6280895485119099,0.8033688213018808,0.4300465676544046,647,547
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,0.32,long_gt30,0.7851965114962057,0.553728949478749,0.6694627304874774,0.6258273287085455,0.7156818203543006,0.3334020432506653,17658,7482
CAID2 Disorder-NOX,SETH-0,DED,literal,0.5,short_lt20,0.40189125295508277,0.8333333333333334,0.6176122931442081,0.5692278584591066,0.6743862967504364,0.2592312477432794,423,390
CAID2 Disorder-NOX,SETH-0,DED,literal,0.5,mid_20_30,0.48377125193199383,0.8354661791590493,0.6596187155455215,0.5675420115122697,0.744370024221609,0.33637123214366305,647,547
CAID2 Disorder-NOX,SETH-0,DED,literal,0.5,long_gt30,0.7235247479895798,0.6511627906976745,0.6873437693436271,0.6391962058290093,0.7342630321132659,0.35155608393091986,17658,7482
CAID2 Disorder-NOX,SETH-0,DED,calibrated,0.349,short_lt20,0.7730496453900709,0.6538461538461539,0.7134478996181124,0.6528816545677809,0.7704460188637583,0.4305760035191195,423,390
CAID2 Disorder-NOX,SETH-0,DED,calibrated,0.349,mid_20_30,0.7094281298299846,0.7513711151736746,0.7303996225018297,0.6468404163606057,0.810143941555432,0.45918285955898247,647,547
CAID2 Disorder-NOX,SETH-0,DED,calibrated,0.349,long_gt30,0.8584211122437422,0.5547981823041968,0.7066096472739695,0.6641063516464273,0.7495355111791102,0.4283117759201799,17658,7482
CAID2 Disorder-NOX,SETH-1,DED,literal,0.5,short_lt20,0.47044917257683216,0.8102564102564103,0.6403527914166212,0.5779573306595365,0.7060982420483617,0.2969445330194667,423,390
CAID2 Disorder-NOX,SETH-1,DED,literal,0.5,mid_20_30,0.5455950540958269,0.7952468007312614,0.6704209274135442,0.5765685559545771,0.7576223032664214,0.3482639190914923,647,547
CAID2 Disorder-NOX,SETH-1,DED,literal,0.5,long_gt30,0.7224487484426322,0.6478214381181502,0.6851350932803912,0.637796049386751,0.7302433305926345,0.34745059959304647,17658,7482
CAID2 Disorder-NOX,SETH-1,DED,calibrated,0.36,short_lt20,0.6973995271867612,0.6794871794871795,0.6884433533369704,0.6253541912355325,0.7491145046446854,0.3767839427438303,423,390
CAID2 Disorder-NOX,SETH-1,DED,calibrated,0.36,mid_20_30,0.6769706336939721,0.7349177330895795,0.7059441833917759,0.6159313551291162,0.7803696764400337,0.410554150587667,647,547
CAID2 Disorder-NOX,SETH-1,DED,calibrated,0.36,long_gt30,0.8288028089251331,0.5781876503608661,0.7034952296429996,0.6608433749759217,0.7480627207559066,0.40911889078317015,17658,7482
CAID2 Disorder-NOX,VSL2,DED,literal,0.5,short_lt20,0.8132387706855791,0.46153846153846156,0.6373886161120204,0.5876407273359402,0.6879018086166279,0.294631018764785,423,390
CAID2 Disorder-NOX,VSL2,DED,literal,0.5,mid_20_30,0.8052550231839258,0.4936014625228519,0.6494282428533888,0.5764543831424005,0.7148256607496963,0.31627105704241854,647,547
CAID2 Disorder-NOX,VSL2,DED,literal,0.5,long_gt30,0.8606863744478424,0.4313017909649826,0.6459940827064125,0.6105230065816315,0.6845174862529256,0.319087616571468,17658,7482
CAID2 Disorder-NOX,VSL2,DED,calibrated,0.598,short_lt20,0.6312056737588653,0.6025641025641025,0.6168848881614839,0.5623522462793265,0.665221635893867,0.23374710691420167,423,390
CAID2 Disorder-NOX,VSL2,DED,calibrated,0.598,mid_20_30,0.6924265842349304,0.6106032906764168,0.6515149374556737,0.5859697688129946,0.713649212163166,0.30371547151504275,647,547
CAID2 Disorder-NOX,VSL2,DED,calibrated,0.598,long_gt30,0.7959565069656813,0.537022186581128,0.6664893467734047,0.6277569342619406,0.707100670458152,0.3312343865759018,17658,7482
CAID2 Disorder-NOX,SPOT-Disorder,DED,literal,0.5,short_lt20,0.4846335697399527,0.7692307692307693,0.626932169485361,0.577779062661246,0.6879684791824409,0.26377176048142636,423,390
CAID2 Disorder-NOX,SPOT-Disorder,DED,literal,0.5,mid_20_30,0.642967542503864,0.7495429616087751,0.6962552520563196,0.6026803456719056,0.7822043861304159,0.3921981191750829,647,547
CAID2 Disorder-NOX,SPOT-Disorder,DED,literal,0.5,long_gt30,0.8117567108392797,0.5243250467789361,0.6680408788091079,0.6250190662479441,0.7123409681536584,0.3392374861729315,17658,7482
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,0.434,short_lt20,0.5626477541371159,0.7128205128205128,0.6377341334788144,0.5924775612653094,0.6877802429637873,0.2779390356175972,423,390
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,0.434,mid_20_30,0.678516228748068,0.7367458866544789,0.7076310577012734,0.6097131210300762,0.7960734696020121,0.41391697073571887,647,547
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,0.434,long_gt30,0.834522595990486,0.49478748997594224,0.6646550429832141,0.6208546227052884,0.7094175485084652,0.3417833423770821,17658,7482
CAID2 Disorder-NOX,SPOT-Disorder2,DED,literal,0.5,short_lt20,0.5437352245862884,0.7897435897435897,0.6667394071649391,0.6082362696763538,0.7301049351839377,0.34258991634706715,423,390
CAID2 Disorder-NOX,SPOT-Disorder2,DED,literal,0.5,mid_20_30,0.5842349304482226,0.8446069469835467,0.7144209387158846,0.6218391371725016,0.7985049030604827,0.43852444558313497,647,547
CAID2 Disorder-NOX,SPOT-Disorder2,DED,literal,0.5,long_gt30,0.7953335598595538,0.5963646083934777,0.6958490841265157,0.6506470492763763,0.740321743937143,0.38352402313242057,17658,7482
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,0.368,short_lt20,0.6950354609929078,0.7282051282051282,0.711620294599018,0.6619892149845877,0.7692915415350753,0.4229458578377834,423,390
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,0.368,mid_20_30,0.6676970633693973,0.8190127970749543,0.7433549302221758,0.6425526214711342,0.8337247945750077,0.48799112498473884,647,547
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,0.368,long_gt30,0.8515686940763393,0.5395616145415665,0.6955651543089529,0.65280755735186,0.7395687796978812,0.40527955955235173,17658,7482
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,literal,0.5,short_lt20,0.21040189125295508,0.9128205128205128,0.561611202036734,0.5277366965057999,0.6029598856061362,0.17179679748287968,423,390
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,literal,0.5,mid_20_30,0.3168469860896445,0.8720292504570384,0.5944381182733415,0.515017732880634,0.6748876034584534,0.22351106170738272,647,547
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,literal,0.5,long_gt30,0.5920262770415675,0.7047580860732424,0.648392181557405,0.6021465250810291,0.694663008665649,0.27139211929224816,17658,7482
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,0.169,short_lt20,0.541371158392435,0.717948717948718,0.6296599381705765,0.5714557340619021,0.6878213933894765,0.26275396183709365,423,390
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,0.169,mid_20_30,0.6924265842349304,0.6910420475319927,0.6917343158834616,0.6224655063379885,0.7624402963226808,0.38233597054203955,647,547
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,0.169,long_gt30,0.8055838713331068,0.512563485699011,0.6590736785160589,0.6183967945664062,0.6996667207957417,0.32085875256048996,17658,7482
CAID2 Disorder-NOX,DisEMBL-dis465,DED,literal,0.5,short_lt20,0.3971631205673759,0.8564102564102564,0.6267866884888161,0.584747708261344,0.6761056136414784,0.2835466267821686,423,390
CAID2 Disorder-NOX,DisEMBL-dis465,DED,literal,0.5,mid_20_30,0.4265842349304482,0.870201096892139,0.6483926659112936,0.5677701961630035,0.7256643391591764,0.32567302920564856,647,547
CAID2 Disorder-NOX,DisEMBL-dis465,DED,literal,0.5,long_gt30,0.3866802582398913,0.7651697407110398,0.5759249994754656,0.5455662624610144,0.6091372684030624,0.14640626423635753,17658,7482
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,0.373,short_lt20,0.6595744680851063,0.5923076923076923,0.6259410801963994,0.5739839298314482,0.6846707358160363,0.252433627195001,423,390
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,0.373,mid_20_30,0.6568778979907264,0.7349177330895795,0.695897815540153,0.5973982130129143,0.7850654516150148,0.39081900047380064,647,547
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,0.373,long_gt30,0.6459395174991506,0.5672280139000268,0.6065837656995887,0.5757656493824227,0.6394672364184505,0.1976327405079442,17658,7482
CAID2 Disorder-NOX,DisEMBL-disHL,DED,literal,0.5,short_lt20,0.0,1.0,0.5,0.5,0.5,,423,390
CAID2 Disorder-NOX,DisEMBL-disHL,DED,literal,0.5,mid_20_30,0.0,1.0,0.5,0.5,0.5,,647,547
CAID2 Disorder-NOX,DisEMBL-disHL,DED,literal,0.5,long_gt30,0.0006795786612300374,0.9987971130713713,0.49973834586630067,0.4988792630533726,0.5003734356807962,-0.00828183137703322,17658,7482
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,0.06,short_lt20,0.8959810874704491,0.36923076923076925,0.6326059283506091,0.5850570710502255,0.6809848218275009,0.314250870841451,423,390
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,0.06,mid_20_30,0.8284389489953632,0.5539305301645339,0.6911847395799485,0.6180467942523178,0.7531527645786835,0.40029627714244026,647,547
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,0.06,long_gt30,0.7692830445124023,0.36046511627906974,0.564874080395736,0.5372878963223653,0.5920352639170722,0.133724706859023,17658,7482
CAID2 Disorder-NOX,IsUnstruct,DED,literal,0.5,short_lt20,0.7092198581560284,0.5948717948717949,0.6520458265139116,0.6106431906765085,0.6964946572286073,0.30630922119056303,423,390
CAID2 Disorder-NOX,IsUnstruct,DED,literal,0.5,mid_20_30,0.7573415765069552,0.7385740402193784,0.7479578083631668,0.6747522703663951,0.8060260079827223,0.4950742093999055,647,547
CAID2 Disorder-NOX,IsUnstruct,DED,literal,0.5,long_gt30,0.7782874617737003,0.5459770114942529,0.6621322366339766,0.6241135329822595,0.7034185538721098,0.3182940904426038,17658,7482
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,0.545,short_lt20,0.6666666666666666,0.6205128205128205,0.6435897435897435,0.6036302886696407,0.6886387089552634,0.2874235096088349,423,390
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,0.545,mid_20_30,0.7202472952086554,0.753199268738574,0.7367232819736147,0.6627319298352813,0.7936404207837984,0.4717937570171459,647,547
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,0.545,long_gt30,0.755974629063314,0.5717722534081796,0.6638734412357468,0.624822349381531,0.7052615109484113,0.3159796317136251,17658,7482
CAID2 Disorder-NOX,RONN,DED,literal,0.5,short_lt20,0.75177304964539,0.5487179487179488,0.6502454991816694,0.5923789380818194,0.7094659619588953,0.3074504533956363,423,390
CAID2 Disorder-NOX,RONN,DED,literal,0.5,mid_20_30,0.7418856259659969,0.6691042047531993,0.7054949153595982,0.6247236764417208,0.769644158422177,0.4119196836987972,647,547
CAID2 Disorder-NOX,RONN,DED,literal,0.5,long_gt30,0.7520670517612413,0.5355519914461374,0.6438095216036894,0.6028934573523487,0.6858294807771109,0.2789160434040781,17658,7482
CAID2 Disorder-NOX,RONN,DED,calibrated,0.51,short_lt20,0.7210401891252955,0.5897435897435898,0.6553918894344426,0.5967931523289094,0.7139967299465644,0.3137940697679428,423,390
CAID2 Disorder-NOX,RONN,DED,calibrated,0.51,mid_20_30,0.7125193199381762,0.6910420475319927,0.7017806837350844,0.6163204688496002,0.76729331300225,0.4027592855141651,647,547
CAID2 Disorder-NOX,RONN,DED,calibrated,0.51,long_gt30,0.7338883225733379,0.5531943330660252,0.6435413278196815,0.601306751740267,0.6871031341708241,0.2749091026066328,17658,7482
CAID2 Disorder-NOX,PreDisorder,DED,literal,0.5,short_lt20,0.8439716312056738,0.4307692307692308,0.6373704309874523,0.5890462965238746,0.6889294100601396,0.3031646314071901,423,390
CAID2 Disorder-NOX,PreDisorder,DED,literal,0.5,mid_20_30,0.9350850077279753,0.546617915904936,0.7408514618164557,0.6814493949024842,0.8073450900400712,0.5313410634477371,647,547
CAID2 Disorder-NOX,PreDisorder,DED,literal,0.5,long_gt30,0.8371276475252011,0.4663191659983961,0.6517234067617986,0.6138285649640591,0.6908750275852341,0.3190604788769662,17658,7482
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,0.514,short_lt20,0.7730496453900709,0.5025641025641026,0.6378068739770868,0.5882193188500088,0.6908997109233619,0.2870073883169573,423,390
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,0.514,mid_20_30,0.8902627511591963,0.6544789762340036,0.7723708636966,0.7211763642273018,0.825773314037965,0.5656881528858136,647,547
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,0.514,long_gt30,0.7905765092309435,0.5280673616680032,0.6593219354494733,0.6197005022620968,0.7016233476145607,0.3166471088709359,17658,7482
CAID2 Disorder-NOX,OPAL,DED,literal,0.5,short_lt20,0.8250591016548463,0.21025641025641026,0.5176577559556282,0.48525922941901983,0.5556349098678726,0.04480464175020805,423,390
CAID2 Disorder-NOX,OPAL,DED,literal,0.5,mid_20_30,0.8438948995363215,0.14625228519195613,0.4950735923641388,0.4567708547992437,0.5243568178506363,-0.013688697734142451,647,547
CAID2 Disorder-NOX,OPAL,DED,literal,0.5,long_gt30,0.7516139993204214,0.3487035551991446,0.550158777259783,0.5072711161608578,0.5972239523272226,0.10234914031407327,17658,7482
CAID2 Disorder-NOX,OPAL,DED,calibrated,0.498,short_lt20,0.8463356973995272,0.2076923076923077,0.5270140025459175,0.5018604074055693,0.559549233973941,0.07032052014763994,423,390
CAID2 Disorder-NOX,OPAL,DED,calibrated,0.498,mid_20_30,0.8562596599690881,0.13893967093235832,0.4975996654507232,0.4573870372333028,0.5293326939357055,-0.006861866909428554,647,547
CAID2 Disorder-NOX,OPAL,DED,calibrated,0.498,long_gt30,0.7646958885490995,0.3356054530874098,0.5501506708182546,0.5080499006920597,0.5965676737835166,0.10388987556136621,17658,7482
CAID2 Disorder-NOX,pyHCA,DED,literal,0.5,short_lt20,0.04491725768321513,0.9666666666666667,0.5057919621749409,0.47838925495744317,0.544125527698401,0.029761697197293453,423,390
CAID2 Disorder-NOX,pyHCA,DED,literal,0.5,mid_20_30,0.14837712519319937,0.9616087751371115,0.5549929501651555,0.515933100911296,0.5956188825990749,0.1843240631466261,647,547
CAID2 Disorder-NOX,pyHCA,DED,literal,0.5,long_gt30,0.3352021746517159,0.8630045442395081,0.599103359445612,0.5588958551691944,0.6433544969204994,0.2026773234125127,17658,7482
CAID2 Disorder-NOX,pyHCA,DED,calibrated,0.234,short_lt20,0.5011820330969267,0.5461538461538461,0.5236679396253864,0.4714161181361828,0.5777418134134283,0.04734075792177675,423,390
CAID2 Disorder-NOX,pyHCA,DED,calibrated,0.234,mid_20_30,0.58887171561051,0.7184643510054844,0.6536680333079972,0.576846979787035,0.7260609464434667,0.3079213016360416,647,547
CAID2 Disorder-NOX,pyHCA,DED,calibrated,0.234,long_gt30,0.7564843130592366,0.5160384923817162,0.6362614027204764,0.5952254440619965,0.6764604766072627,0.26610603018746626,17658,7482
CAID2 Disorder-NOX,DeepIDP-2L,DED,literal,0.5,short_lt20,0.5106382978723404,0.676923076923077,0.5937806873977087,0.5528684770723392,0.6463355543046172,0.1898114417661247,423,390
CAID2 Disorder-NOX,DeepIDP-2L,DED,literal,0.5,mid_20_30,0.6321483771251932,0.7074954296160878,0.6698219033706405,0.6066620135998477,0.7314791982058159,0.3388233729193976,647,547
CAID2 Disorder-NOX,DeepIDP-2L,DED,literal,0.5,long_gt30,0.7681504134103523,0.4847634322373697,0.626456922823861,0.5606665384404796,0.6857160906585512,0.2506708464947188,17658,7482
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,0.662,short_lt20,0.23404255319148937,0.9076923076923077,0.5708674304418986,0.5192626292350826,0.6335000226825834,0.1902818818234046,423,390
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,0.662,mid_20_30,0.41576506955177744,0.8171846435100548,0.6164748565309162,0.559810999812071,0.6760635694104181,0.2511700349294023,647,547
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,0.662,long_gt30,0.5573111337637332,0.7599572306869821,0.6586341822253576,0.6120236636283968,0.7061425246879899,0.2909180895790064,17658,7482
CAID2 Disorder-NOX,PredIDR-long,DED,literal,0.5,short_lt20,0.6879432624113475,0.5512820512820513,0.6196126568466994,0.5633108788935088,0.679073914450272,0.24163059548966295,423,390
CAID2 Disorder-NOX,PredIDR-long,DED,literal,0.5,mid_20_30,0.723338485316847,0.7349177330895795,0.7291281092032132,0.6356358765388109,0.8187903324111437,0.4568102782311013,647,547
CAID2 Disorder-NOX,PredIDR-long,DED,literal,0.5,long_gt30,0.8847547853664062,0.42929697941726813,0.6570258823918371,0.614883649079519,0.7068086479908781,0.3533256552024983,17658,7482
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,0.54,short_lt20,0.6312056737588653,0.6025641025641025,0.6168848881614839,0.5636600532528543,0.6723924755085168,0.23374710691420167,423,390
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,0.54,mid_20_30,0.6769706336939721,0.7550274223034735,0.7159990279987228,0.6230352049465019,0.8098561552495054,0.43085822627356124,647,547
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,0.54,long_gt30,0.8671990032846302,0.45308740978348033,0.6601432065340552,0.6167834431620528,0.7110299943876972,0.3489752196533656,17658,7482
CAID2 Disorder-NOX,PredIDR-short,DED,literal,0.5,short_lt20,0.7754137115839244,0.5615384615384615,0.668476086561193,0.6039801327529226,0.7339266777165188,0.3457447959736774,423,390
CAID2 Disorder-NOX,PredIDR-short,DED,literal,0.5,mid_20_30,0.7557959814528593,0.720292504570384,0.7380442430116216,0.6532460407337133,0.8208502036198613,0.47576931549172935,647,547
CAID2 Disorder-NOX,PredIDR-short,DED,literal,0.5,long_gt30,0.8801676294031034,0.4321037155840684,0.656135672493586,0.6148038654936806,0.7044691074830142,0.34885228633678284,17658,7482
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,0.518,short_lt20,0.7494089834515366,0.5769230769230769,0.6631660301873068,0.5970810399507008,0.7291605509493913,0.3318369279695729,423,390
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,0.518,mid_20_30,0.7434312210200927,0.7440585009140768,0.7437448609670847,0.6553740223134382,0.8341227728181976,0.4861699995943323,647,547
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,0.518,long_gt30,0.8733152112357006,0.44119219460037423,0.6572537029180374,0.6162860815943608,0.7065202980994987,0.34696352104058914,17658,7482
CAID2 Disorder-NOX,AUCpred-profile,DED,literal,0.5,short_lt20,0.5697399527186762,0.7,0.6348699763593381,0.577874041165528,0.6972937362961713,0.2714566921017676,423,390
CAID2 Disorder-NOX,AUCpred-profile,DED,literal,0.5,mid_20_30,0.7156105100463679,0.7312614259597806,0.7234359680030742,0.6388765756500009,0.7993094763172073,0.4454075186717473,647,547
CAID2 Disorder-NOX,AUCpred-profile,DED,literal,0.5,long_gt30,0.7205799071242497,0.5590751136059877,0.6398275103651188,0.591929923611668,0.6888075423192589,0.2659526580314014,17658,7482
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,0.057,short_lt20,0.8108747044917257,0.49230769230769234,0.651591198399709,0.5951337284532832,0.7109509076728545,0.3210135649174962,423,390
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,0.057,mid_20_30,0.8315301391035549,0.5978062157221207,0.7146681774128378,0.645534748858157,0.7777725090990518,0.4442890613054857,647,547
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,0.057,long_gt30,0.8329369124476158,0.47367014167334937,0.6533035270604826,0.6065891228121811,0.6991760250160599,0.3202674254018726,17658,7482
CAID2 Disorder-NOX,AUCpred-no-profile,DED,literal,0.5,short_lt20,0.30969267139479906,0.8717948717948718,0.5907437715948354,0.5407535957920802,0.6522158454597116,0.21794729449011463,423,390
CAID2 Disorder-NOX,AUCpred-no-profile,DED,literal,0.5,mid_20_30,0.4714064914992272,0.8226691042047533,0.6470377978519902,0.5550278864915121,0.7353845076655485,0.3100481694641708,647,547
CAID2 Disorder-NOX,AUCpred-no-profile,DED,literal,0.5,long_gt30,0.573394495412844,0.657177225340818,0.615285860376831,0.5710363768263812,0.6581858868137828,0.21084832831920905,17658,7482
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,0.025,short_lt20,0.7990543735224587,0.46923076923076923,0.634142571376614,0.5844154958528593,0.6786596037305032,0.2851237942919601,423,390
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,0.025,mid_20_30,0.8438948995363215,0.6160877513711152,0.7299913254537183,0.6714527178219953,0.7913415248544559,0.4755424624059818,647,547
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,0.025,long_gt30,0.8372409106354061,0.42876236300454423,0.6330016368199751,0.5963791668185223,0.6678198560261046,0.28399109377865617,17658,7482
CAID2 Disorder-NOX,DisoPred,DED,literal,0.5,short_lt20,0.40425531914893614,0.7846153846153846,0.5944353518821603,0.5543479577526755,0.641191640034819,0.20336672558402413,423,390
CAID2 Disorder-NOX,DisoPred,DED,literal,0.5,mid_20_30,0.45904173106646057,0.7678244972577697,0.6134331141621151,0.5426051044081289,0.6857225790242938,0.2362040628866534,647,547
CAID2 Disorder-NOX,DisoPred,DED,literal,0.5,long_gt30,0.754955261071469,0.6300454423950815,0.6925003517332753,0.6460910097874284,0.7350987271855891,0.36680347921890294,17658,7482
CAID2 Disorder-NOX,DisoPred,DED,calibrated,0.481,short_lt20,0.4491725768321513,0.735897435897436,0.5925350063647936,0.5519598782488927,0.6414317109126242,0.19257639833488296,423,390
CAID2 Disorder-NOX,DisoPred,DED,calibrated,0.481,mid_20_30,0.49768160741885625,0.7422303473491774,0.6199559773840169,0.5395698693022698,0.6990457224562481,0.2453287854802778,647,547
