dataset,round,reference,method,kind,operating_point,dbacc_short_lt20,dbacc_short_lt20_lo,dbacc_short_lt20_hi,dbacc_short_lt20_p,relbacc_short_lt20,relbacc_short_lt20_lo,relbacc_short_lt20_hi,drecall_short_lt20,dbacc_mid_20_30,dbacc_mid_20_30_lo,dbacc_mid_20_30_hi,dbacc_mid_20_30_p,relbacc_mid_20_30,relbacc_mid_20_30_lo,relbacc_mid_20_30_hi,drecall_mid_20_30,dbacc_long_gt30,dbacc_long_gt30_lo,dbacc_long_gt30_hi,dbacc_long_gt30_p,relbacc_long_gt30,relbacc_long_gt30_lo,relbacc_long_gt30_hi,drecall_long_gt30,interaction_short_minus_long,interaction_lo,interaction_hi,interaction_p
CAID2 Disorder-PDB,caid2,disorder_pdb,s2D,DED,literal,-0.003453715640314759,-0.041423320362963756,0.034787435639420224,0.868,-0.004533291317767437,-0.05836946202705854,0.05206418654937272,0.32532565880460756,-0.03758368679164554,-0.08660801381163372,0.009351644785669997,0.116,-0.05036962078443115,-0.11314852019884881,0.013494967551884413,0.25706571650194604,-0.0753498627056422,-0.10599614230796557,-0.04834571320061906,0.001,-0.09479448391308976,-0.13173994945310025,-0.06215422982370923,0.1815333646739527,0.07189614706532745,0.0237927968523534,0.12066077564803004,0.004
CAID2 Disorder-PDB,caid2,disorder_pdb,AlphaFold-rsa,AF,calibrated,-0.05062919296497567,-0.08220452283064739,-0.019202509495635223,0.002,-0.06287314280896512,-0.10140234789179596,-0.024508585220792516,-0.09664701645925615,-0.007566913810312161,-0.03811041784326369,0.021369617404215873,0.644,-0.00904969140902908,-0.046540991137658756,0.02659486589628697,-0.010522458149929139,0.03483704941808928,0.02173439359797126,0.048598484877714766,0.001,0.04020268099415314,0.024506801303165758,0.056630615473759666,0.07428546830687374,-0.08546624238306497,-0.11931190087670107,-0.051744531417858314,0.001
CAID2 Disorder-PDB,caid2,disorder_pdb,AIUPred,DED,calibrated,-0.16211063382915852,-0.20876096273578268,-0.11244088148778879,0.001,-0.20128555107294413,-0.25336520689336334,-0.14227074133881706,-0.31977698592736997,-0.15440163580658836,-0.21842779674925475,-0.08960389868971448,0.001,-0.18700108718299918,-0.25642093547211303,-0.11164553564386946,-0.3043589898822296,-0.017598921636346715,-0.05181500892324057,0.013992072744242221,0.278,-0.020150114542419443,-0.05861637680162906,0.01653778698939937,-0.030753561541746344,-0.1445117121928118,-0.20086465925951438,-0.08555571525721585,0.001
CAID2 Disorder-PDB,caid2,disorder_pdb,IUPred3,DED,calibrated,-0.13586050310644948,-0.17598892845249847,-0.09564066305904177,0.001,-0.16873085017311082,-0.2142129641519719,-0.11916675942394679,-0.26396584007277896,-0.16211030792481915,-0.21505653441962577,-0.11057762100710819,0.001,-0.1964492042723772,-0.2517883538282341,-0.13933283840949529,-0.3164654497095183,-0.04665152450890588,-0.07756205376189604,-0.019913414276251956,0.002,-0.05367755262767328,-0.08831255286522187,-0.023239749467993287,-0.08554788287769177,-0.08920897859754359,-0.13941522020438912,-0.03756754080430149,0.001
CAID2 Disorder-PDB,caid2,disorder_pdb,ESpritz-D,DED,calibrated,-0.17781634378046113,-0.2266355732074857,-0.12563493480342935,0.001,-0.22081672678660225,-0.275798874300967,-0.16043933295485027,-0.2698890402903755,-0.1522126257584264,-0.22167889878680955,-0.07976741971416149,0.001,-0.18428743843031697,-0.26036959772083745,-0.09786181001868023,-0.21868160424630606,-0.020651129865343554,-0.056346746045111154,0.009586727951665316,0.214,-0.02366611782802159,-0.06392668873513241,0.011032196989218226,0.044441387539859656,-0.1571652139151176,-0.21457279725699915,-0.0964753529725244,0.001
CAID2 Disorder-PDB,caid2,disorder_pdb,ESpritz-N,DED,calibrated,-0.08791168093934741,-0.1253366330521405,-0.05153545451150757,0.001,-0.1091306265762583,-0.15355216742647282,-0.06532092577066242,-0.13124510621734697,-0.11747349115733911,-0.17147334408442483,-0.05974519370944008,0.001,-0.1422899072862146,-0.20245016859457554,-0.07600357025543175,-0.1903687266533304,-0.0768229435316922,-0.10493430678737359,-0.053316447237300384,0.001,-0.08847128127935075,-0.1201168530916668,-0.06212960445588472,-0.10906763140203658,-0.0110887374076552,-0.055268048288160836,0.03673021675975274,0.606
CAID2 Disorder-PDB,caid2,disorder_pdb,ESpritz-X,DED,calibrated,-0.08395795029077661,-0.12733003074451507,-0.04023981700114357,0.001,-0.10418847765351204,-0.15507864544499256,-0.05046919645184563,-0.12701956462796496,-0.0845466442617351,-0.14212109297689202,-0.028840601570502517,0.002,-0.10231700013381528,-0.1693365992722921,-0.03696110320838347,-0.12819695256988195,-0.06768393024375573,-0.09606614533455977,-0.04193908716710781,0.001,-0.07793637979151094,-0.10986000180481842,-0.049678728815539,-0.09447152453392317,-0.01627402004702089,-0.0667518034002969,0.03328091959931636,0.512
CAID2 Disorder-PDB,caid2,disorder_pdb,MobiDB-lite,DED,calibrated,-0.06882573835556485,-0.10588650387306678,-0.029373308560737187,0.001,-0.08533514036007,-0.1290480814363912,-0.0382080274129412,-0.09485422032414938,-0.09867193222109696,-0.14614548812795544,-0.051450601635252335,0.001,-0.11948835458961787,-0.17396544907718572,-0.06469946568202074,-0.1545466080552136,-0.04823774755401455,-0.07394362175581057,-0.025891372912372018,0.001,-0.055511864523267916,-0.0845095819455007,-0.030474910709223226,-0.053678238721048765,-0.020587990801550313,-0.0649762163017084,0.02679442126682492,0.372
CAID2 Disorder-PDB,caid2,disorder_pdb,flDPnn,DED,calibrated,-0.0717874849621433,-0.111616308194458,-0.02867674456331765,0.002,-0.0890026480015057,-0.13615910847975043,-0.03694111507485511,-0.08452608484289269,-0.06302856673668557,-0.11048345636983582,-0.010595852620513052,0.018,-0.07614899150282785,-0.1321340826271117,-0.013564883370691953,-0.06700824839197721,-0.05665007094882114,-0.08576496700458805,-0.026359008241943996,0.001,-0.0652167500375607,-0.09836021531885143,-0.03053936122463409,-0.05425125681624837,-0.015137414013322154,-0.06377683295312168,0.03591363176161742,0.564
CAID2 Disorder-PDB,caid2,disorder_pdb,flDPnn2,DED,calibrated,-0.09433992073607081,-0.13822438180325533,-0.04750606494246794,0.002,-0.11701046667716224,-0.16838505239823084,-0.05912233992065832,-0.11908266852559364,-0.0843275144116889,-0.1370200756504493,-0.027013036501510847,0.002,-0.10201616997878352,-0.1632045298082621,-0.03429596489314929,-0.09905785587682985,-0.03540628100280067,-0.06293640620416709,-0.006345593805259919,0.012,-0.040725573782184644,-0.07211888422572706,-0.007293089935905177,-0.0012153890590533769,-0.05893363973327015,-0.11025396872179342,-0.004893402332609742,0.034
