dataset,round,reference,method,kind,operating_point,threshold,stratum,recall,recall_lo,recall_hi,specificity,balanced_accuracy,bacc_lo,bacc_hi,mcc,n_pos_residues,n_targets
CAID3 Disorder-NOX,caid3,disorder_nox,OPAL,DED,literal,0.5,long_gt30,0.8525027269421889,0.8129142805712911,0.8862966868613443,0.36798788678047234,0.6102453068613306,0.5828708199550343,0.6354590503536395,0.2167621836348625,16502,161
CAID3 Disorder-NOX,caid3,disorder_nox,OPAL,DED,calibrated,0.528,short_lt20,0.6434494195688225,0.5007500809171749,0.7947785112897053,0.5879307397367328,0.6156900796527777,0.5486156494061127,0.6829981380840275,0.056151068172870654,603,161
CAID3 Disorder-NOX,caid3,disorder_nox,OPAL,DED,calibrated,0.528,mid_20_30,0.9269882659713168,0.8535035375042892,0.9877494534941118,0.5879307397367328,0.7574595028540247,0.7146102752715375,0.794296388524335,0.14009097235855952,767,161
CAID3 Disorder-NOX,caid3,disorder_nox,OPAL,DED,calibrated,0.528,long_gt30,0.6561022906314387,0.6053230032481545,0.7094902552450196,0.5879307397367328,0.6220165151840857,0.5898079698216414,0.6510050579598221,0.22097944486195545,16502,161
CAID3 Disorder-NOX,caid3,disorder_nox,pyHCA,DED,literal,0.5,short_lt20,0.21890547263681592,0.12009618551198628,0.3491169923834628,0.9219234620362908,0.5704144673365534,0.5168023826206021,0.6342976770097688,0.06203741225383317,603,161
CAID3 Disorder-NOX,caid3,disorder_nox,pyHCA,DED,literal,0.5,mid_20_30,0.2711864406779661,0.1522128304542046,0.3989044943820224,0.9219234620362908,0.5965549513571284,0.5352992907249293,0.6618073516167314,0.09475547333360358,767,161
CAID3 Disorder-NOX,caid3,disorder_nox,pyHCA,DED,literal,0.5,long_gt30,0.4094655193309902,0.3292513528075897,0.4891805437341605,0.9219234620362908,0.6656944906836405,0.6256113829580315,0.7028648731035132,0.3961819046348681,16502,161
CAID3 Disorder-NOX,caid3,disorder_nox,pyHCA,DED,calibrated,0.272,short_lt20,0.4228855721393035,0.28882511337868483,0.5595483865880201,0.7839402154003956,0.6034128937698495,0.5369657356255136,0.6698393881624889,0.059801489979405105,603,161
CAID3 Disorder-NOX,caid3,disorder_nox,pyHCA,DED,calibrated,0.272,mid_20_30,0.5110821382007823,0.36257661245501,0.6681564580958665,0.7839402154003956,0.647511176800589,0.5721797332503046,0.7240926903141833,0.09545014361012562,767,161
CAID3 Disorder-NOX,caid3,disorder_nox,pyHCA,DED,calibrated,0.272,long_gt30,0.6925827172463944,0.6231968948054705,0.7552091718291175,0.7839402154003956,0.7382614663233951,0.6986889540052156,0.7709766092584116,0.45118867939131974,16502,161
