dataset,method,kind,operating_point,stratum,n_regions,detection_rate,mean_overlap
CAID2 Disorder-NOX,ESpritz-N,DED,calibrated,long_gt30,117,0.8034188034188035,0.7387788516508387
CAID2 Disorder-NOX,ESpritz-X,DED,literal,short_lt20,31,0.16129032258064516,0.1529558255364707
CAID2 Disorder-NOX,ESpritz-X,DED,literal,mid_20_30,26,0.11538461538461539,0.123806657533448
CAID2 Disorder-NOX,ESpritz-X,DED,literal,long_gt30,117,0.18803418803418803,0.23466438080343655
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,short_lt20,31,0.5483870967741935,0.557023906439666
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,mid_20_30,26,0.7307692307692307,0.6620127308588847
CAID2 Disorder-NOX,ESpritz-X,DED,calibrated,long_gt30,117,0.7094017094017094,0.6712739326446019
CAID2 Disorder-NOX,MobiDB-lite,DED,literal,short_lt20,31,0.2903225806451613,0.3840697408609124
CAID2 Disorder-NOX,MobiDB-lite,DED,literal,mid_20_30,26,0.4230769230769231,0.41223801397541454
CAID2 Disorder-NOX,MobiDB-lite,DED,literal,long_gt30,117,0.49572649572649574,0.4887166412583361
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,short_lt20,31,0.6451612903225806,0.6012329944543069
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,mid_20_30,26,0.6538461538461539,0.6046827001468911
CAID2 Disorder-NOX,MobiDB-lite,DED,calibrated,long_gt30,117,0.717948717948718,0.6819000609708311
CAID2 Disorder-NOX,flDPnn,DED,literal,short_lt20,31,0.1935483870967742,0.19721855205726171
CAID2 Disorder-NOX,flDPnn,DED,literal,mid_20_30,26,0.19230769230769232,0.18816304385269905
CAID2 Disorder-NOX,flDPnn,DED,literal,long_gt30,117,0.2564102564102564,0.30501228205066017
CAID2 Disorder-NOX,flDPnn,DED,calibrated,short_lt20,31,0.8387096774193549,0.8064310506398292
CAID2 Disorder-NOX,flDPnn,DED,calibrated,mid_20_30,26,0.8846153846153846,0.812914300553558
CAID2 Disorder-NOX,flDPnn,DED,calibrated,long_gt30,117,0.8632478632478633,0.8249283940335371
CAID2 Disorder-NOX,flDPnn2,DED,literal,short_lt20,31,0.25806451612903225,0.23238141786528885
CAID2 Disorder-NOX,flDPnn2,DED,literal,mid_20_30,26,0.15384615384615385,0.1871674479366787
CAID2 Disorder-NOX,flDPnn2,DED,literal,long_gt30,117,0.29914529914529914,0.3109850226740029
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,short_lt20,31,0.6774193548387096,0.6651050138316693
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,mid_20_30,26,0.6538461538461539,0.6320588032656999
CAID2 Disorder-NOX,flDPnn2,DED,calibrated,long_gt30,117,0.8034188034188035,0.7574197719852673
CAID2 Disorder-NOX,DISOPRED3-diso,DED,literal,short_lt20,31,0.41935483870967744,0.40355529985511013
CAID2 Disorder-NOX,DISOPRED3-diso,DED,literal,mid_20_30,26,0.6153846153846154,0.5367264389015052
CAID2 Disorder-NOX,DISOPRED3-diso,DED,literal,long_gt30,117,0.6581196581196581,0.6191280918822607
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,short_lt20,31,0.5806451612903226,0.5278675467480022
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,mid_20_30,26,0.6923076923076923,0.6617886755154659
CAID2 Disorder-NOX,DISOPRED3-diso,DED,calibrated,long_gt30,117,0.717948717948718,0.7004314327975617
CAID2 Disorder-NOX,SETH-0,DED,literal,short_lt20,31,0.41935483870967744,0.4081847368262529
CAID2 Disorder-NOX,SETH-0,DED,literal,mid_20_30,26,0.5384615384615384,0.4706151717424927
CAID2 Disorder-NOX,SETH-0,DED,literal,long_gt30,117,0.6837606837606838,0.6623612528052543
CAID2 Disorder-NOX,SETH-0,DED,calibrated,short_lt20,31,0.8387096774193549,0.7751818523365511
CAID2 Disorder-NOX,SETH-0,DED,calibrated,mid_20_30,26,0.6923076923076923,0.7063000836475637
CAID2 Disorder-NOX,SETH-0,DED,calibrated,long_gt30,117,0.8461538461538461,0.8185143932476856
CAID2 Disorder-NOX,SETH-1,DED,literal,short_lt20,31,0.4838709677419355,0.4729523320205434
CAID2 Disorder-NOX,SETH-1,DED,literal,mid_20_30,26,0.5384615384615384,0.5351461447482667
CAID2 Disorder-NOX,SETH-1,DED,literal,long_gt30,117,0.7350427350427351,0.6728540448712378
CAID2 Disorder-NOX,SETH-1,DED,calibrated,short_lt20,31,0.7741935483870968,0.693629870135413
CAID2 Disorder-NOX,SETH-1,DED,calibrated,mid_20_30,26,0.7692307692307693,0.6724729514517312
CAID2 Disorder-NOX,SETH-1,DED,calibrated,long_gt30,117,0.8290598290598291,0.7839402874924867
CAID2 Disorder-NOX,VSL2,DED,literal,short_lt20,31,0.8709677419354839,0.8182284397804221
CAID2 Disorder-NOX,VSL2,DED,literal,mid_20_30,26,0.8076923076923077,0.7985556883434868
CAID2 Disorder-NOX,VSL2,DED,literal,long_gt30,117,0.8547008547008547,0.8128933786475983
CAID2 Disorder-NOX,VSL2,DED,calibrated,short_lt20,31,0.6129032258064516,0.6579879764364934
CAID2 Disorder-NOX,VSL2,DED,calibrated,mid_20_30,26,0.6538461538461539,0.6890323160482311
CAID2 Disorder-NOX,VSL2,DED,calibrated,long_gt30,117,0.8034188034188035,0.7431549767033816
CAID2 Disorder-NOX,SPOT-Disorder,DED,literal,short_lt20,31,0.5161290322580645,0.5029253672966846
CAID2 Disorder-NOX,SPOT-Disorder,DED,literal,mid_20_30,26,0.6538461538461539,0.6286916664237618
CAID2 Disorder-NOX,SPOT-Disorder,DED,literal,long_gt30,117,0.7863247863247863,0.755349482368174
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,short_lt20,31,0.6451612903225806,0.5830331546900007
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,mid_20_30,26,0.7692307692307693,0.6646282099863001
CAID2 Disorder-NOX,SPOT-Disorder,DED,calibrated,long_gt30,117,0.7948717948717948,0.7810023816728504
CAID2 Disorder-NOX,SPOT-Disorder2,DED,literal,short_lt20,31,0.6129032258064516,0.5512051887214175
CAID2 Disorder-NOX,SPOT-Disorder2,DED,literal,mid_20_30,26,0.6538461538461539,0.5678398480387871
CAID2 Disorder-NOX,SPOT-Disorder2,DED,literal,long_gt30,117,0.7435897435897436,0.7120875541146463
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,short_lt20,31,0.7741935483870968,0.7019529096578933
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,mid_20_30,26,0.6923076923076923,0.6523058329822256
CAID2 Disorder-NOX,SPOT-Disorder2,DED,calibrated,long_gt30,117,0.811965811965812,0.7872908532150464
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,literal,short_lt20,31,0.25806451612903225,0.22375939472713668
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,literal,mid_20_30,26,0.2692307692307692,0.3110491409563028
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,literal,long_gt30,117,0.5470085470085471,0.5257293478480817
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,short_lt20,31,0.5806451612903226,0.5549020799545118
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,mid_20_30,26,0.6923076923076923,0.6781352069680983
CAID2 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,long_gt30,117,0.7692307692307693,0.7453992522936786
CAID2 Disorder-NOX,DisEMBL-dis465,DED,literal,short_lt20,31,0.41935483870967744,0.39630065219798566
CAID2 Disorder-NOX,DisEMBL-dis465,DED,literal,mid_20_30,26,0.38461538461538464,0.4191939139551871
CAID2 Disorder-NOX,DisEMBL-dis465,DED,literal,long_gt30,117,0.27350427350427353,0.3861247659015366
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,short_lt20,31,0.7096774193548387,0.6661990480751092
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,mid_20_30,26,0.7307692307692307,0.6435540586734221
CAID2 Disorder-NOX,DisEMBL-dis465,DED,calibrated,long_gt30,117,0.7521367521367521,0.6334415822975682
CAID2 Disorder-NOX,DisEMBL-disHL,DED,literal,short_lt20,31,0.0,0.0
CAID2 Disorder-NOX,DisEMBL-disHL,DED,literal,mid_20_30,26,0.0,0.0
CAID2 Disorder-NOX,DisEMBL-disHL,DED,literal,long_gt30,117,0.0,0.001172400945741092
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,short_lt20,31,0.967741935483871,0.895600539339928
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,mid_20_30,26,0.9230769230769231,0.8258834225014596
CAID2 Disorder-NOX,DisEMBL-disHL,DED,calibrated,long_gt30,117,0.8974358974358975,0.7637308455095405
CAID2 Disorder-NOX,IsUnstruct,DED,literal,short_lt20,31,0.7419354838709677,0.7171460717450928
CAID2 Disorder-NOX,IsUnstruct,DED,literal,mid_20_30,26,0.8076923076923077,0.7442647670631756
CAID2 Disorder-NOX,IsUnstruct,DED,literal,long_gt30,117,0.7948717948717948,0.7355920430054139
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,short_lt20,31,0.7096774193548387,0.6784859713452541
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,mid_20_30,26,0.7692307692307693,0.7074215218910178
CAID2 Disorder-NOX,IsUnstruct,DED,calibrated,long_gt30,117,0.7435897435897436,0.7135730771647394
CAID2 Disorder-NOX,RONN,DED,literal,short_lt20,31,0.7741935483870968,0.7491948345938159
CAID2 Disorder-NOX,RONN,DED,literal,mid_20_30,26,0.8076923076923077,0.7322472531888977
CAID2 Disorder-NOX,RONN,DED,literal,long_gt30,117,0.811965811965812,0.7199596447502927
CAID2 Disorder-NOX,RONN,DED,calibrated,short_lt20,31,0.7419354838709677,0.7183714512237432
CAID2 Disorder-NOX,RONN,DED,calibrated,mid_20_30,26,0.7692307692307693,0.703298103311366
CAID2 Disorder-NOX,RONN,DED,calibrated,long_gt30,117,0.7521367521367521,0.7009029336262252
CAID2 Disorder-NOX,PreDisorder,DED,literal,short_lt20,31,0.8387096774193549,0.8404581713879627
CAID2 Disorder-NOX,PreDisorder,DED,literal,mid_20_30,26,1.0,0.9334927671797698
CAID2 Disorder-NOX,PreDisorder,DED,literal,long_gt30,117,0.8888888888888888,0.8043825404217282
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,short_lt20,31,0.8064516129032258,0.77084649097033
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,mid_20_30,26,0.9230769230769231,0.8882050840406279
CAID2 Disorder-NOX,PreDisorder,DED,calibrated,long_gt30,117,0.8205128205128205,0.754261387340404
CAID2 Disorder-NOX,OPAL,DED,literal,short_lt20,31,0.7741935483870968,0.8096468811601638
CAID2 Disorder-NOX,OPAL,DED,literal,mid_20_30,26,0.8461538461538461,0.8395604395604396
CAID2 Disorder-NOX,OPAL,DED,literal,long_gt30,117,0.8632478632478633,0.8279322870706028
CAID2 Disorder-NOX,OPAL,DED,calibrated,short_lt20,31,0.7741935483870968,0.8272457828909442
CAID2 Disorder-NOX,OPAL,DED,calibrated,mid_20_30,26,0.8461538461538461,0.8527289377289377
CAID2 Disorder-NOX,OPAL,DED,calibrated,long_gt30,117,0.8717948717948718,0.8369591700929414
CAID2 Disorder-NOX,pyHCA,DED,literal,short_lt20,31,0.03225806451612903,0.047376995764092544
CAID2 Disorder-NOX,pyHCA,DED,literal,mid_20_30,26,0.11538461538461539,0.14170754091178495
CAID2 Disorder-NOX,pyHCA,DED,literal,long_gt30,117,0.27350427350427353,0.3104013591743988
CAID2 Disorder-NOX,pyHCA,DED,calibrated,short_lt20,31,0.5161290322580645,0.5158215308832007
CAID2 Disorder-NOX,pyHCA,DED,calibrated,mid_20_30,26,0.6153846153846154,0.5732004291022859
CAID2 Disorder-NOX,pyHCA,DED,calibrated,long_gt30,117,0.7606837606837606,0.7094788791555505
CAID2 Disorder-NOX,DeepIDP-2L,DED,literal,short_lt20,31,0.5161290322580645,0.5197349245736342
CAID2 Disorder-NOX,DeepIDP-2L,DED,literal,mid_20_30,26,0.6923076923076923,0.6251048111923444
CAID2 Disorder-NOX,DeepIDP-2L,DED,literal,long_gt30,117,0.7777777777777778,0.7468720987171711
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,short_lt20,31,0.2903225806451613,0.2529587005867841
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,mid_20_30,26,0.38461538461538464,0.4080371706101149
CAID2 Disorder-NOX,DeepIDP-2L,DED,calibrated,long_gt30,117,0.5384615384615384,0.543422116495216
CAID2 Disorder-NOX,PredIDR-long,DED,literal,short_lt20,31,0.7096774193548387,0.6736403054539477
CAID2 Disorder-NOX,PredIDR-long,DED,literal,mid_20_30,26,0.6923076923076923,0.7212263775128497
CAID2 Disorder-NOX,PredIDR-long,DED,literal,long_gt30,117,0.8547008547008547,0.8322030344872454
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,short_lt20,31,0.6129032258064516,0.6180091567775079
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,mid_20_30,26,0.6923076923076923,0.6770112513481213
CAID2 Disorder-NOX,PredIDR-long,DED,calibrated,long_gt30,117,0.8205128205128205,0.8088599220403454
CAID2 Disorder-NOX,PredIDR-short,DED,literal,short_lt20,31,0.8387096774193549,0.7803377581615871
CAID2 Disorder-NOX,PredIDR-short,DED,literal,mid_20_30,26,0.7692307692307693,0.7565422994335461
CAID2 Disorder-NOX,PredIDR-short,DED,literal,long_gt30,117,0.8632478632478633,0.8302864338651198
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,short_lt20,31,0.8387096774193549,0.7549771289110149
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,mid_20_30,26,0.6923076923076923,0.7444487519553834
CAID2 Disorder-NOX,PredIDR-short,DED,calibrated,long_gt30,117,0.8461538461538461,0.8203354013399206
CAID2 Disorder-NOX,AUCpred-profile,DED,literal,short_lt20,31,0.6451612903225806,0.5885403365679008
CAID2 Disorder-NOX,AUCpred-profile,DED,literal,mid_20_30,26,0.7692307692307693,0.6986494054133311
CAID2 Disorder-NOX,AUCpred-profile,DED,literal,long_gt30,117,0.7094017094017094,0.6946372279974035
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,short_lt20,31,0.8709677419354839,0.8157852755675585
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,mid_20_30,26,0.8461538461538461,0.8217951279489741
CAID2 Disorder-NOX,AUCpred-profile,DED,calibrated,long_gt30,117,0.811965811965812,0.8051761145009065
CAID2 Disorder-NOX,AUCpred-no-profile,DED,literal,short_lt20,31,0.3225806451612903,0.3251952254498944
CAID2 Disorder-NOX,AUCpred-no-profile,DED,literal,mid_20_30,26,0.5,0.4542684238838085
CAID2 Disorder-NOX,AUCpred-no-profile,DED,literal,long_gt30,117,0.5897435897435898,0.5658798839485196
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,short_lt20,31,0.8387096774193549,0.8047912967055583
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,mid_20_30,26,0.9230769230769231,0.840700210488009
CAID2 Disorder-NOX,AUCpred-no-profile,DED,calibrated,long_gt30,117,0.8803418803418803,0.819253589123534
CAID2 Disorder-NOX,DisoPred,DED,literal,short_lt20,31,0.41935483870967744,0.40558925855040906
CAID2 Disorder-NOX,DisoPred,DED,literal,mid_20_30,26,0.46153846153846156,0.4507303174279302
CAID2 Disorder-NOX,DisoPred,DED,literal,long_gt30,117,0.7264957264957265,0.6923576412603065
CAID2 Disorder-NOX,DisoPred,DED,calibrated,short_lt20,31,0.4838709677419355,0.44668113492641603
CAID2 Disorder-NOX,DisoPred,DED,calibrated,mid_20_30,26,0.5384615384615384,0.48622292826536856
CAID2 Disorder-NOX,DisoPred,DED,calibrated,long_gt30,117,0.7692307692307693,0.7184183507267113
CAID2 Disorder-NOX,Dispredict2,DED,literal,short_lt20,31,0.4838709677419355,0.4208920489056312
CAID2 Disorder-NOX,Dispredict2,DED,literal,mid_20_30,26,0.3076923076923077,0.3342203331593252
CAID2 Disorder-NOX,Dispredict2,DED,literal,long_gt30,117,0.3076923076923077,0.32573004500016783
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,short_lt20,31,0.0,0.0
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,mid_20_30,26,0.0,0.0
CAID2 Disorder-NOX,Dispredict2,DED,calibrated,long_gt30,117,0.008547008547008548,0.02054256730358926
CAID2 Disorder-NOX,Dispredict3,DED,literal,short_lt20,31,0.2903225806451613,0.2546408788344272
CAID2 Disorder-NOX,Dispredict3,DED,literal,mid_20_30,26,0.15384615384615385,0.2243325330725861
CAID2 Disorder-NOX,Dispredict3,DED,literal,long_gt30,117,0.3418803418803419,0.3628092920123164
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,short_lt20,31,0.7741935483870968,0.7452098621553331
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,mid_20_30,26,0.8076923076923077,0.7824180682270867
CAID2 Disorder-NOX,Dispredict3,DED,calibrated,long_gt30,117,0.8803418803418803,0.8565337700735326
CAID2 Disorder-NOX,IDP-Fusion,DED,literal,short_lt20,31,0.7096774193548387,0.6549169209398411
CAID2 Disorder-NOX,IDP-Fusion,DED,literal,mid_20_30,26,0.7692307692307693,0.6762353561557806
CAID2 Disorder-NOX,IDP-Fusion,DED,literal,long_gt30,117,0.8376068376068376,0.8263328014420498
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,short_lt20,31,0.45161290322580644,0.4438591979388943
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,mid_20_30,26,0.4230769230769231,0.47595123267537065
CAID2 Disorder-NOX,IDP-Fusion,DED,calibrated,long_gt30,117,0.7350427350427351,0.717110993556066
CAID2 Disorder-NOX,rawMSA,DED,literal,short_lt20,31,0.5483870967741935,0.5306427607036814
CAID2 Disorder-NOX,rawMSA,DED,literal,mid_20_30,26,0.5384615384615384,0.5070174785426775
CAID2 Disorder-NOX,rawMSA,DED,literal,long_gt30,117,0.7008547008547008,0.699737909800878
CAID2 Disorder-NOX,rawMSA,DED,calibrated,short_lt20,31,0.45161290322580644,0.39703772874151383
CAID2 Disorder-NOX,rawMSA,DED,calibrated,mid_20_30,26,0.4230769230769231,0.36782008000840893
CAID2 Disorder-NOX,rawMSA,DED,calibrated,long_gt30,117,0.6495726495726496,0.6438035916846572
CAID2 Disorder-NOX,metapredict,DED,literal,short_lt20,31,0.5161290322580645,0.511464181922586
CAID2 Disorder-NOX,metapredict,DED,literal,mid_20_30,26,0.6153846153846154,0.5622821696429123
CAID2 Disorder-NOX,metapredict,DED,literal,long_gt30,117,0.7863247863247863,0.7629004181286836
CAID2 Disorder-NOX,metapredict,DED,calibrated,short_lt20,31,0.5806451612903226,0.5941153074429815
CAID2 Disorder-NOX,metapredict,DED,calibrated,mid_20_30,26,0.6923076923076923,0.6442768725527347
CAID2 Disorder-NOX,metapredict,DED,calibrated,long_gt30,117,0.8205128205128205,0.7946621070101191
CAID2 Disorder-NOX,disomine,DED,literal,short_lt20,31,0.1935483870967742,0.1672043010752688
CAID2 Disorder-NOX,disomine,DED,literal,mid_20_30,26,0.4230769230769231,0.36665792209558784
CAID2 Disorder-NOX,disomine,DED,literal,long_gt30,117,0.38461538461538464,0.41561232850004715
CAID2 Disorder-NOX,disomine,DED,calibrated,short_lt20,31,0.6774193548387096,0.622726078392462
CAID2 Disorder-NOX,disomine,DED,calibrated,mid_20_30,26,0.7307692307692307,0.6952128331438676
CAID2 Disorder-NOX,disomine,DED,calibrated,long_gt30,117,0.8888888888888888,0.8427433062159944
CAID2 Disorder-NOX,s2D,DED,literal,short_lt20,31,0.9032258064516129,0.7982487962950863
CAID2 Disorder-NOX,s2D,DED,literal,mid_20_30,26,0.8461538461538461,0.7816217027888115
CAID2 Disorder-NOX,s2D,DED,literal,long_gt30,117,0.8717948717948718,0.763177764855883
CAID2 Disorder-NOX,s2D,DED,calibrated,short_lt20,31,0.9354838709677419,0.8624159877817623
CAID2 Disorder-NOX,s2D,DED,calibrated,mid_20_30,26,0.8846153846153846,0.8195380834903383
CAID2 Disorder-NOX,s2D,DED,calibrated,long_gt30,117,0.9401709401709402,0.827052568218491
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,literal,short_lt20,136,0.38235294117647056,0.3343677759466095
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,literal,mid_20_30,64,0.421875,0.4058068167716078
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,literal,long_gt30,172,0.5523255813953488,0.5240159844828013
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,short_lt20,136,0.6470588235294118,0.6379800910202933
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,mid_20_30,64,0.75,0.6795451878752806
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,long_gt30,172,0.8313953488372093,0.7771973110388469
CAID3 Disorder-PDB,AlphaFold-rsa,AF,literal,short_lt20,136,0.5808823529411765,0.5774317023730837
CAID3 Disorder-PDB,AlphaFold-rsa,AF,literal,mid_20_30,64,0.765625,0.7549476072524705
CAID3 Disorder-PDB,AlphaFold-rsa,AF,literal,long_gt30,172,0.8604651162790697,0.8409638499469908
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,short_lt20,136,0.5073529411764706,0.4941137624150167
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,mid_20_30,64,0.71875,0.6757951414692185
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,long_gt30,172,0.8546511627906976,0.8032699443944817
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,literal,short_lt20,136,0.29411764705882354,0.2696011067055731
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,literal,mid_20_30,64,0.421875,0.389389868107072
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,literal,long_gt30,172,0.5697674418604651,0.5175024646458155
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,short_lt20,136,0.7941176470588235,0.7427028842760267
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,mid_20_30,64,0.796875,0.75698092582826
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,long_gt30,172,0.8662790697674418,0.8087934403238889
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,literal,short_lt20,136,0.5808823529411765,0.5740704242918093
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,literal,mid_20_30,64,0.75,0.7511719084090711
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,literal,long_gt30,172,0.872093023255814,0.845911262539262
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,short_lt20,136,0.5294117647058824,0.5112874625437798
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,mid_20_30,64,0.734375,0.7040515927422084
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,long_gt30,172,0.8662790697674418,0.8180730059361945
CAID3 Disorder-PDB,AIUPred,DED,literal,short_lt20,136,0.5661764705882353,0.5496277482988693
CAID3 Disorder-PDB,AIUPred,DED,literal,mid_20_30,64,0.796875,0.75847418214594
CAID3 Disorder-PDB,AIUPred,DED,literal,long_gt30,172,0.8313953488372093,0.7993675659652374
CAID3 Disorder-PDB,AIUPred,DED,calibrated,short_lt20,136,0.3088235294117647,0.2928739604049202
CAID3 Disorder-PDB,AIUPred,DED,calibrated,mid_20_30,64,0.46875,0.45745804662291734
CAID3 Disorder-PDB,AIUPred,DED,calibrated,long_gt30,172,0.6511627906976745,0.6097839314829002
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,literal,short_lt20,136,0.47794117647058826,0.4801103331198031
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,literal,mid_20_30,64,0.65625,0.653387932600709
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,literal,long_gt30,172,0.8488372093023255,0.8041333615185556
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,short_lt20,136,0.36764705882352944,0.3573164888479153
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,mid_20_30,64,0.5625,0.5389113922406651
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,long_gt30,172,0.7790697674418605,0.7373606925933825
CAID3 Disorder-PDB,IUPred3,DED,literal,short_lt20,136,0.3161764705882353,0.29640183811640514
CAID3 Disorder-PDB,IUPred3,DED,literal,mid_20_30,64,0.453125,0.4258092474082916
CAID3 Disorder-PDB,IUPred3,DED,literal,long_gt30,172,0.6337209302325582,0.615036295654309
CAID3 Disorder-PDB,IUPred3,DED,calibrated,short_lt20,136,0.3235294117647059,0.3189218184269746
CAID3 Disorder-PDB,IUPred3,DED,calibrated,mid_20_30,64,0.46875,0.45201638511725656
CAID3 Disorder-PDB,IUPred3,DED,calibrated,long_gt30,172,0.6686046511627907,0.6396866325804814
CAID3 Disorder-PDB,ESpritz-D,DED,literal,short_lt20,136,0.11764705882352941,0.11582274955436721
CAID3 Disorder-PDB,ESpritz-D,DED,literal,mid_20_30,64,0.21875,0.22264639195345717
CAID3 Disorder-PDB,ESpritz-D,DED,literal,long_gt30,172,0.36046511627906974,0.339306514047797
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,short_lt20,136,0.33088235294117646,0.31851863224848564
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,mid_20_30,64,0.546875,0.5296181682900434
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,long_gt30,172,0.5930232558139535,0.5745801413458748
CAID3 Disorder-PDB,ESpritz-N,DED,literal,short_lt20,136,0.4117647058823529,0.3885467698909581
CAID3 Disorder-PDB,ESpritz-N,DED,literal,mid_20_30,64,0.390625,0.36877613804115394
CAID3 Disorder-PDB,ESpritz-N,DED,literal,long_gt30,172,0.5465116279069767,0.5209243751854874
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,short_lt20,136,0.5514705882352942,0.5291069985163162
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,mid_20_30,64,0.546875,0.5152913352646299
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,long_gt30,172,0.6918604651162791,0.6457155159037835
CAID3 Disorder-PDB,ESpritz-X,DED,literal,short_lt20,136,0.16911764705882354,0.15923063336757337
CAID3 Disorder-PDB,ESpritz-X,DED,literal,mid_20_30,64,0.1875,0.19888152027968836
CAID3 Disorder-PDB,ESpritz-X,DED,literal,long_gt30,172,0.22093023255813954,0.26352650126644966
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,short_lt20,136,0.5367647058823529,0.5003657494466319
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,mid_20_30,64,0.59375,0.6073900985226183
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,long_gt30,172,0.6686046511627907,0.6495442195197331
CAID3 Disorder-PDB,MobiDB-lite,DED,literal,short_lt20,136,0.4117647058823529,0.38327379657994526
CAID3 Disorder-PDB,MobiDB-lite,DED,literal,mid_20_30,64,0.5,0.4586891749528791
CAID3 Disorder-PDB,MobiDB-lite,DED,literal,long_gt30,172,0.6046511627906976,0.5590396008411104
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,short_lt20,136,0.4117647058823529,0.38327379657994526
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,mid_20_30,64,0.5,0.4586891749528791
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,long_gt30,172,0.6046511627906976,0.5590396008411104
CAID3 Disorder-PDB,flDPnn,DED,literal,short_lt20,136,0.19117647058823528,0.19555137156040908
