dataset,method,kind,operating_point,stratum,n_regions,detection_rate,mean_overlap
CAID3 Disorder-PDB,flDPnn,DED,literal,mid_20_30,64,0.3125,0.2899887035345478
CAID3 Disorder-PDB,flDPnn,DED,literal,long_gt30,172,0.32558139534883723,0.3486186129925315
CAID3 Disorder-PDB,flDPnn,DED,calibrated,short_lt20,136,0.625,0.5808835622670193
CAID3 Disorder-PDB,flDPnn,DED,calibrated,mid_20_30,64,0.625,0.6501866803678789
CAID3 Disorder-PDB,flDPnn,DED,calibrated,long_gt30,172,0.7674418604651163,0.7166525227970911
CAID3 Disorder-PDB,flDPnn2,DED,literal,short_lt20,136,0.21323529411764705,0.2045909251908273
CAID3 Disorder-PDB,flDPnn2,DED,literal,mid_20_30,64,0.4375,0.40237654320698735
CAID3 Disorder-PDB,flDPnn2,DED,literal,long_gt30,172,0.37790697674418605,0.37865389092426494
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,short_lt20,136,0.5661764705882353,0.5476174574946998
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,mid_20_30,64,0.671875,0.6885312521634204
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,long_gt30,172,0.7732558139534884,0.7416735990281652
CAID3 Disorder-PDB,flDPnn3a,DED,literal,short_lt20,136,0.6470588235294118,0.610484388155805
CAID3 Disorder-PDB,flDPnn3a,DED,literal,mid_20_30,64,0.78125,0.7512448242419194
CAID3 Disorder-PDB,flDPnn3a,DED,literal,long_gt30,172,0.7732558139534884,0.7371563528849071
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,short_lt20,136,0.6985294117647058,0.6818357583097612
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,mid_20_30,64,0.875,0.8321255639766697
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,long_gt30,172,0.8313953488372093,0.812678445586565
CAID3 Disorder-PDB,flDPnn3b,DED,literal,short_lt20,136,0.09558823529411764,0.10164289709511436
CAID3 Disorder-PDB,flDPnn3b,DED,literal,mid_20_30,64,0.234375,0.2216586524333432
CAID3 Disorder-PDB,flDPnn3b,DED,literal,long_gt30,172,0.29069767441860467,0.295972126033946
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,short_lt20,136,0.6102941176470589,0.5973096211329798
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,mid_20_30,64,0.796875,0.7549238869810224
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,long_gt30,172,0.7616279069767442,0.7365570920890878
CAID3 Disorder-PDB,DISOPRED3-diso,DED,literal,short_lt20,136,0.40441176470588236,0.3855872065001208
CAID3 Disorder-PDB,DISOPRED3-diso,DED,literal,mid_20_30,64,0.53125,0.46792988418187537
CAID3 Disorder-PDB,DISOPRED3-diso,DED,literal,long_gt30,172,0.6686046511627907,0.6138016615705587
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,short_lt20,136,0.5588235294117647,0.5170954410770133
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,mid_20_30,64,0.625,0.5941593928891296
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,long_gt30,172,0.7732558139534884,0.7094390258918291
CAID3 Disorder-PDB,SETH-0,DED,literal,short_lt20,136,0.4264705882352941,0.4029047579388478
CAID3 Disorder-PDB,SETH-0,DED,literal,mid_20_30,64,0.578125,0.4904779539585574
CAID3 Disorder-PDB,SETH-0,DED,literal,long_gt30,172,0.686046511627907,0.6457420100753848
CAID3 Disorder-PDB,SETH-0,DED,calibrated,short_lt20,136,0.6323529411764706,0.6055343263547597
CAID3 Disorder-PDB,SETH-0,DED,calibrated,mid_20_30,64,0.6875,0.6626759344131907
CAID3 Disorder-PDB,SETH-0,DED,calibrated,long_gt30,172,0.8081395348837209,0.7651669816844264
CAID3 Disorder-PDB,SETH-1,DED,literal,short_lt20,136,0.5735294117647058,0.5423230849880708
CAID3 Disorder-PDB,SETH-1,DED,literal,mid_20_30,64,0.59375,0.5492271766353476
CAID3 Disorder-PDB,SETH-1,DED,literal,long_gt30,172,0.7558139534883721,0.6706017562339958
CAID3 Disorder-PDB,SETH-1,DED,calibrated,short_lt20,136,0.6691176470588235,0.6326702822132844
CAID3 Disorder-PDB,SETH-1,DED,calibrated,mid_20_30,64,0.703125,0.624407205226405
CAID3 Disorder-PDB,SETH-1,DED,calibrated,long_gt30,172,0.7965116279069767,0.7289568234736388
CAID3 Disorder-PDB,VSL2,DED,literal,short_lt20,136,0.7279411764705882,0.6875506751969372
CAID3 Disorder-PDB,VSL2,DED,literal,mid_20_30,64,0.8125,0.7645201683164342
CAID3 Disorder-PDB,VSL2,DED,literal,long_gt30,172,0.9011627906976745,0.8307036924667838
CAID3 Disorder-PDB,VSL2,DED,calibrated,short_lt20,136,0.3382352941176471,0.3566653548638274
CAID3 Disorder-PDB,VSL2,DED,calibrated,mid_20_30,64,0.453125,0.472211990409259
CAID3 Disorder-PDB,VSL2,DED,calibrated,long_gt30,172,0.7209302325581395,0.6592627762043206
CAID3 Disorder-PDB,SPOT-Disorder,DED,literal,short_lt20,136,0.5147058823529411,0.4675796293767747
CAID3 Disorder-PDB,SPOT-Disorder,DED,literal,mid_20_30,64,0.609375,0.5530061354786102
CAID3 Disorder-PDB,SPOT-Disorder,DED,literal,long_gt30,172,0.7325581395348837,0.70082581533299
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,short_lt20,136,0.5514705882352942,0.5155629399195576
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,mid_20_30,64,0.625,0.59495553047652
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,long_gt30,172,0.7732558139534884,0.7334014936745823
CAID3 Disorder-PDB,SPOT-Disorder2,DED,literal,short_lt20,136,0.5073529411764706,0.4627688698028231
CAID3 Disorder-PDB,SPOT-Disorder2,DED,literal,mid_20_30,64,0.640625,0.5844345671689422
CAID3 Disorder-PDB,SPOT-Disorder2,DED,literal,long_gt30,172,0.7790697674418605,0.7091263217797804
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,short_lt20,136,0.5955882352941176,0.5640841757609537
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,mid_20_30,64,0.71875,0.6544548294216819
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,long_gt30,172,0.8313953488372093,0.773168577625703
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,literal,short_lt20,136,0.27941176470588236,0.2632854906000736
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,literal,mid_20_30,64,0.375,0.34510956456538355
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,literal,long_gt30,172,0.5232558139534884,0.49493500816846386
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,short_lt20,136,0.5220588235294118,0.4991332210796447
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,mid_20_30,64,0.6875,0.6411296376696489
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,long_gt30,172,0.7616279069767442,0.710676470621534
CAID3 Disorder-PDB,DisEMBL-dis465,DED,literal,short_lt20,136,0.4264705882352941,0.3797263010176755
CAID3 Disorder-PDB,DisEMBL-dis465,DED,literal,mid_20_30,64,0.3125,0.3721964606604318
CAID3 Disorder-PDB,DisEMBL-dis465,DED,literal,long_gt30,172,0.31976744186046513,0.3905279890293869
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,short_lt20,136,0.5294117647058824,0.5053504029194364
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,mid_20_30,64,0.546875,0.5012117921399218
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,long_gt30,172,0.5813953488372093,0.5180442502227788
CAID3 Disorder-PDB,DisEMBL-disHL,DED,literal,short_lt20,136,0.0,0.00326585179526356
CAID3 Disorder-PDB,DisEMBL-disHL,DED,literal,mid_20_30,64,0.0,0.0036956542021197194
CAID3 Disorder-PDB,DisEMBL-disHL,DED,literal,long_gt30,172,0.0,0.001233792080076177
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,short_lt20,136,0.38235294117647056,0.355475077253328
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,mid_20_30,64,0.40625,0.42906097005609745
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,long_gt30,172,0.28488372093023256,0.33009488458286973
CAID3 Disorder-PDB,IsUnstruct,DED,literal,short_lt20,136,0.6102941176470589,0.5912167043697617
CAID3 Disorder-PDB,IsUnstruct,DED,literal,mid_20_30,64,0.75,0.7426663384560217
CAID3 Disorder-PDB,IsUnstruct,DED,literal,long_gt30,172,0.7906976744186046,0.7457815111943971
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,short_lt20,136,0.49264705882352944,0.4621916984424952
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,mid_20_30,64,0.65625,0.5801948868301239
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,long_gt30,172,0.6686046511627907,0.6340979766901568
CAID3 Disorder-PDB,RONN,DED,literal,short_lt20,136,0.5588235294117647,0.5395753737096389
CAID3 Disorder-PDB,RONN,DED,literal,mid_20_30,64,0.71875,0.6781930056008251
CAID3 Disorder-PDB,RONN,DED,literal,long_gt30,172,0.8081395348837209,0.7376456462658026
CAID3 Disorder-PDB,RONN,DED,calibrated,short_lt20,136,0.4117647058823529,0.39137962532722137
CAID3 Disorder-PDB,RONN,DED,calibrated,mid_20_30,64,0.59375,0.5289979626542596
CAID3 Disorder-PDB,RONN,DED,calibrated,long_gt30,172,0.686046511627907,0.617267280034341
CAID3 Disorder-PDB,PreDisorder,DED,literal,short_lt20,136,0.8014705882352942,0.7831853957357623
CAID3 Disorder-PDB,PreDisorder,DED,literal,mid_20_30,64,0.765625,0.7713008154788046
CAID3 Disorder-PDB,PreDisorder,DED,literal,long_gt30,172,0.8895348837209303,0.8053201100289181
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,short_lt20,136,0.6176470588235294,0.6039219071325586
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,mid_20_30,64,0.625,0.6161155462963934
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,long_gt30,172,0.7267441860465116,0.6582309610105306
CAID3 Disorder-PDB,OPAL,DED,literal,short_lt20,136,0.8235294117647058,0.8107508201975285
CAID3 Disorder-PDB,OPAL,DED,literal,mid_20_30,64,0.953125,0.9247735507246377
CAID3 Disorder-PDB,OPAL,DED,literal,long_gt30,172,0.9011627906976745,0.8524110976531416
CAID3 Disorder-PDB,OPAL,DED,calibrated,short_lt20,136,0.6323529411764706,0.6294520862327841
CAID3 Disorder-PDB,OPAL,DED,calibrated,mid_20_30,64,0.859375,0.827543233487527
CAID3 Disorder-PDB,OPAL,DED,calibrated,long_gt30,172,0.7034883720930233,0.6674104047152578
CAID3 Disorder-PDB,pyHCA,DED,literal,short_lt20,136,0.14705882352941177,0.15395356546188588
CAID3 Disorder-PDB,pyHCA,DED,literal,mid_20_30,64,0.28125,0.25383969987582244
CAID3 Disorder-PDB,pyHCA,DED,literal,long_gt30,172,0.31976744186046513,0.34809003212053063
CAID3 Disorder-PDB,pyHCA,DED,calibrated,short_lt20,136,0.3161764705882353,0.31704905646469117
CAID3 Disorder-PDB,pyHCA,DED,calibrated,mid_20_30,64,0.53125,0.49917249291569943
CAID3 Disorder-PDB,pyHCA,DED,calibrated,long_gt30,172,0.6686046511627907,0.6195173933456342
CAID3 Disorder-PDB,DeepIDP-2L,DED,literal,short_lt20,136,0.5367647058823529,0.5119541368403142
CAID3 Disorder-PDB,DeepIDP-2L,DED,literal,mid_20_30,64,0.59375,0.6030201198856324
CAID3 Disorder-PDB,DeepIDP-2L,DED,literal,long_gt30,172,0.7034883720930233,0.6896047169465024
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,short_lt20,136,0.5147058823529411,0.4760989514782654
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,mid_20_30,64,0.59375,0.5727748088385738
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,long_gt30,172,0.6976744186046512,0.6646831725978471
CAID3 Disorder-PDB,PredIDR-long,DED,literal,short_lt20,136,0.6470588235294118,0.6205605182735373
CAID3 Disorder-PDB,PredIDR-long,DED,literal,mid_20_30,64,0.8125,0.7755559327933297
CAID3 Disorder-PDB,PredIDR-long,DED,literal,long_gt30,172,0.8430232558139535,0.8276315560165022
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,short_lt20,136,0.6176470588235294,0.5885149722682163
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,mid_20_30,64,0.796875,0.7525040437153911
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,long_gt30,172,0.8255813953488372,0.809338328166862
CAID3 Disorder-PDB,PredIDR-short,DED,literal,short_lt20,136,0.7720588235294118,0.7270368395604577
CAID3 Disorder-PDB,PredIDR-short,DED,literal,mid_20_30,64,0.828125,0.7918533802355954
CAID3 Disorder-PDB,PredIDR-short,DED,literal,long_gt30,172,0.8546511627906976,0.8300804698874615
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,short_lt20,136,0.7426470588235294,0.6967251495342919
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,mid_20_30,64,0.796875,0.7705089293289724
CAID3 Disorder-PDB,PredIDR-short,DED,calibrated,long_gt30,172,0.8313953488372093,0.8098612567248646
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,literal,short_lt20,136,0.6397058823529411,0.6118345448524947
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,literal,mid_20_30,64,0.84375,0.8079766426839374
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,literal,long_gt30,172,0.8662790697674418,0.858109423058466
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,short_lt20,136,0.6029411764705882,0.5453631347986885
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,mid_20_30,64,0.828125,0.7460646185771513
CAID3 Disorder-PDB,PredIDR2-Prof-Art,DED,calibrated,long_gt30,172,0.8604651162790697,0.8352021227741241
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,literal,short_lt20,136,0.6176470588235294,0.5876055701315216
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,literal,mid_20_30,64,0.78125,0.748247732229179
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,literal,long_gt30,172,0.8895348837209303,0.8666616562243008
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,short_lt20,136,0.5441176470588235,0.4916069308911005
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,mid_20_30,64,0.734375,0.682977639465177
CAID3 Disorder-PDB,PredIDR2-Seq-Art,DED,calibrated,long_gt30,172,0.8604651162790697,0.8261717560674285
CAID3 Disorder-PDB,AUCpred-profile,DED,literal,short_lt20,136,0.5588235294117647,0.5361143662181724
CAID3 Disorder-PDB,AUCpred-profile,DED,literal,mid_20_30,64,0.640625,0.633594317191464
CAID3 Disorder-PDB,AUCpred-profile,DED,literal,long_gt30,172,0.7267441860465116,0.6834277285294782
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,short_lt20,136,0.5882352941176471,0.5784480261664519
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,mid_20_30,64,0.65625,0.66150542920244
CAID3 Disorder-PDB,AUCpred-profile,DED,calibrated,long_gt30,172,0.75,0.7138991828846811
CAID3 Disorder-PDB,AUCpred-no-profile,DED,literal,short_lt20,136,0.4485294117647059,0.42412616490482546
CAID3 Disorder-PDB,AUCpred-no-profile,DED,literal,mid_20_30,64,0.53125,0.509607533548688
CAID3 Disorder-PDB,AUCpred-no-profile,DED,literal,long_gt30,172,0.6104651162790697,0.5730575942294821
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,short_lt20,136,0.5735294117647058,0.5560557870138321
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,mid_20_30,64,0.640625,0.6437602870945964
CAID3 Disorder-PDB,AUCpred-no-profile,DED,calibrated,long_gt30,172,0.7383720930232558,0.7004770559551584
CAID3 Disorder-PDB,DisoPred,DED,literal,short_lt20,136,0.3088235294117647,0.3018654150716844
CAID3 Disorder-PDB,DisoPred,DED,literal,mid_20_30,64,0.578125,0.5385296288873407
CAID3 Disorder-PDB,DisoPred,DED,literal,long_gt30,172,0.7093023255813954,0.653360081534385
CAID3 Disorder-PDB,DisoPred,DED,calibrated,short_lt20,136,0.39705882352941174,0.39706235779184695
CAID3 Disorder-PDB,DisoPred,DED,calibrated,mid_20_30,64,0.65625,0.6268296692037556
CAID3 Disorder-PDB,DisoPred,DED,calibrated,long_gt30,172,0.7674418604651163,0.7285491981085607
CAID3 Disorder-PDB,DisPredict2,DED,literal,short_lt20,136,0.39705882352941174,0.36109692516653913
CAID3 Disorder-PDB,DisPredict2,DED,literal,mid_20_30,64,0.34375,0.3598585344608817
CAID3 Disorder-PDB,DisPredict2,DED,literal,long_gt30,172,0.47093023255813954,0.46489916591795594
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,short_lt20,136,0.49264705882352944,0.4714323126412227
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,mid_20_30,64,0.484375,0.49221263218932354
CAID3 Disorder-PDB,DisPredict2,DED,calibrated,long_gt30,172,0.5872093023255814,0.5816419037433993
CAID3 Disorder-PDB,DisPredict3,DED,literal,short_lt20,136,0.2867647058823529,0.2844696980752003
CAID3 Disorder-PDB,DisPredict3,DED,literal,mid_20_30,64,0.375,0.342306022729561
CAID3 Disorder-PDB,DisPredict3,DED,literal,long_gt30,172,0.45348837209302323,0.45220111038427224
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,short_lt20,136,0.5808823529411765,0.5621290747448892
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,mid_20_30,64,0.71875,0.6754797920641952
CAID3 Disorder-PDB,DisPredict3,DED,calibrated,long_gt30,172,0.7906976744186046,0.7399923173355537
CAID3 Disorder-PDB,IDP-Fusion,DED,literal,short_lt20,136,0.5808823529411765,0.572284783822129
CAID3 Disorder-PDB,IDP-Fusion,DED,literal,mid_20_30,64,0.71875,0.6995557332021912
CAID3 Disorder-PDB,IDP-Fusion,DED,literal,long_gt30,172,0.8197674418604651,0.7812333282842072
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,short_lt20,136,0.5661764705882353,0.5491349572251844
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,mid_20_30,64,0.671875,0.6731397120781725
CAID3 Disorder-PDB,IDP-Fusion,DED,calibrated,long_gt30,172,0.7732558139534884,0.754880984793058
CAID3 Disorder-PDB,rawMSA-disorder,DED,literal,short_lt20,136,0.2867647058823529,0.26227852590280887
CAID3 Disorder-PDB,rawMSA-disorder,DED,literal,mid_20_30,64,0.390625,0.3408375991026853
CAID3 Disorder-PDB,rawMSA-disorder,DED,literal,long_gt30,172,0.4186046511627907,0.39841704826380653
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,short_lt20,136,0.6544117647058824,0.6334247674258602
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,mid_20_30,64,0.8125,0.7765780110399207
CAID3 Disorder-PDB,rawMSA-disorder,DED,calibrated,long_gt30,172,0.7965116279069767,0.7778550792380653
CAID3 Disorder-PDB,Metapredict-v1,DED,literal,short_lt20,136,0.35294117647058826,0.328438275311568
CAID3 Disorder-PDB,Metapredict-v1,DED,literal,mid_20_30,64,0.40625,0.3641571262858275
CAID3 Disorder-PDB,Metapredict-v1,DED,literal,long_gt30,172,0.5348837209302325,0.4919999586489523
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,short_lt20,136,0.49264705882352944,0.47644679486699376
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,mid_20_30,64,0.5625,0.5591295242521582
CAID3 Disorder-PDB,Metapredict-v1,DED,calibrated,long_gt30,172,0.6802325581395349,0.6485989702771846
CAID3 Disorder-PDB,Metapredict-v2,DED,literal,short_lt20,136,0.4485294117647059,0.43125535875348076
CAID3 Disorder-PDB,Metapredict-v2,DED,literal,mid_20_30,64,0.625,0.5677550352016244
CAID3 Disorder-PDB,Metapredict-v2,DED,literal,long_gt30,172,0.7558139534883721,0.7139077716608285
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,short_lt20,136,0.4852941176470588,0.4728666786821608
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,mid_20_30,64,0.671875,0.6097012097063634
CAID3 Disorder-PDB,Metapredict-v2,DED,calibrated,long_gt30,172,0.7848837209302325,0.7373681418437278
CAID3 Disorder-PDB,Metapredict-v3,DED,literal,short_lt20,136,0.35294117647058826,0.3453273927402046
CAID3 Disorder-PDB,Metapredict-v3,DED,literal,mid_20_30,64,0.515625,0.4757051073640045
CAID3 Disorder-PDB,Metapredict-v3,DED,literal,long_gt30,172,0.7848837209302325,0.7494387724988484
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,short_lt20,136,0.3382352941176471,0.33497076687325505
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,mid_20_30,64,0.515625,0.46536053700900964
CAID3 Disorder-PDB,Metapredict-v3,DED,calibrated,long_gt30,172,0.7848837209302325,0.7438672588046701
CAID3 Disorder-PDB,DisoMine,DED,literal,short_lt20,136,0.22794117647058823,0.2279043258134043
CAID3 Disorder-PDB,DisoMine,DED,literal,mid_20_30,64,0.40625,0.3439632263516025
CAID3 Disorder-PDB,DisoMine,DED,literal,long_gt30,172,0.3546511627906977,0.37317050988134665
CAID3 Disorder-PDB,DisoMine,DED,calibrated,short_lt20,136,0.47794117647058826,0.46001811229428013
CAID3 Disorder-PDB,DisoMine,DED,calibrated,mid_20_30,64,0.625,0.611831294105001
CAID3 Disorder-PDB,DisoMine,DED,calibrated,long_gt30,172,0.6569767441860465,0.6121983872311271
CAID3 Disorder-PDB,PUNCH2,DED,literal,short_lt20,136,0.4632352941176471,0.42423719672797716
CAID3 Disorder-PDB,PUNCH2,DED,literal,mid_20_30,64,0.625,0.5484513541987539
CAID3 Disorder-PDB,PUNCH2,DED,literal,long_gt30,172,0.7965116279069767,0.7498555648040863
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,short_lt20,136,0.5588235294117647,0.5254551950230105
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,mid_20_30,64,0.671875,0.6207725694357769
CAID3 Disorder-PDB,PUNCH2,DED,calibrated,long_gt30,172,0.8255813953488372,0.7917075751476176
CAID3 Disorder-PDB,PUNCH2-Light,DED,literal,short_lt20,136,0.4338235294117647,0.4050787822453958
CAID3 Disorder-PDB,PUNCH2-Light,DED,literal,mid_20_30,64,0.609375,0.5395813784497958
CAID3 Disorder-PDB,PUNCH2-Light,DED,literal,long_gt30,172,0.7848837209302325,0.7410915549694367
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,short_lt20,136,0.49264705882352944,0.4676221251127916
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,mid_20_30,64,0.640625,0.5803334607922548
CAID3 Disorder-PDB,PUNCH2-Light,DED,calibrated,long_gt30,172,0.8023255813953488,0.7622854564675186
CAID3 Disorder-PDB,DisorderUnetLM,DED,literal,short_lt20,136,0.5220588235294118,0.4918403244931882
CAID3 Disorder-PDB,DisorderUnetLM,DED,literal,mid_20_30,64,0.59375,0.5451815657030237
CAID3 Disorder-PDB,DisorderUnetLM,DED,literal,long_gt30,172,0.6569767441860465,0.6280838959839512
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,short_lt20,136,0.7573529411764706,0.7263418639058892
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,mid_20_30,64,0.8125,0.7876002728478835
CAID3 Disorder-PDB,DisorderUnetLM,DED,calibrated,long_gt30,172,0.872093023255814,0.852799258941901
CAID3 Disorder-PDB,LMDisorder,DED,literal,short_lt20,136,0.6691176470588235,0.6688538208146999
CAID3 Disorder-PDB,LMDisorder,DED,literal,mid_20_30,64,0.75,0.711932687454731
CAID3 Disorder-PDB,LMDisorder,DED,literal,long_gt30,172,0.8604651162790697,0.8363740721696639
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,short_lt20,136,0.5514705882352942,0.5288068665965452
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,mid_20_30,64,0.6875,0.6253179119704841
CAID3 Disorder-PDB,LMDisorder,DED,calibrated,long_gt30,172,0.8197674418604651,0.7785680521171352
CAID3 Disorder-PDB,ESMDisPred-1,DED,literal,short_lt20,136,0.22058823529411764,0.22415153513143407
CAID3 Disorder-PDB,ESMDisPred-1,DED,literal,mid_20_30,64,0.390625,0.3581275174638649
CAID3 Disorder-PDB,ESMDisPred-1,DED,literal,long_gt30,172,0.4186046511627907,0.4104899603255214
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,short_lt20,136,0.6397058823529411,0.6071825433528106
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,mid_20_30,64,0.75,0.6978973152087375
CAID3 Disorder-PDB,ESMDisPred-1,DED,calibrated,long_gt30,172,0.8197674418604651,0.7847786054413985
CAID3 Disorder-PDB,ESMDisPred-2,DED,literal,short_lt20,136,0.25,0.2397477626394832
CAID3 Disorder-PDB,ESMDisPred-2,DED,literal,mid_20_30,64,0.34375,0.3372341860326774
CAID3 Disorder-PDB,ESMDisPred-2,DED,literal,long_gt30,172,0.43023255813953487,0.41449493891045536
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,short_lt20,136,0.5955882352941176,0.5915962713756832
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,mid_20_30,64,0.71875,0.6972266085008542
CAID3 Disorder-PDB,ESMDisPred-2,DED,calibrated,long_gt30,172,0.7965116279069767,0.7699529606554729
CAID3 Disorder-PDB,UdonPred-DisProt,DED,literal,short_lt20,136,0.34558823529411764,0.36827451450641674
CAID3 Disorder-PDB,UdonPred-DisProt,DED,literal,mid_20_30,64,0.375,0.42005768094973495
CAID3 Disorder-PDB,UdonPred-DisProt,DED,literal,long_gt30,172,0.5232558139534884,0.528040088980768
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,short_lt20,136,0.6470588235294118,0.6079696074630967
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,mid_20_30,64,0.75,0.6468179247689883
CAID3 Disorder-PDB,UdonPred-DisProt,DED,calibrated,long_gt30,172,0.8255813953488372,0.7272243706360264
CAID3 Disorder-PDB,UdonPred-combined,DED,literal,short_lt20,136,0.47794117647058826,0.4636590616088317
CAID3 Disorder-PDB,UdonPred-combined,DED,literal,mid_20_30,64,0.625,0.5877952134774895
CAID3 Disorder-PDB,UdonPred-combined,DED,literal,long_gt30,172,0.7848837209302325,0.7241172296908711
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,short_lt20,136,0.5882352941176471,0.5570052705621136
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,mid_20_30,64,0.703125,0.6636232052988518
CAID3 Disorder-PDB,UdonPred-combined,DED,calibrated,long_gt30,172,0.8662790697674418,0.8088902811255626
CAID3 Disorder-PDB,DARUMA-beta,DED,literal,short_lt20,136,0.3897058823529412,0.3813136224092789
CAID3 Disorder-PDB,DARUMA-beta,DED,literal,mid_20_30,64,0.5625,0.5217041988782289
CAID3 Disorder-PDB,DARUMA-beta,DED,literal,long_gt30,172,0.6976744186046512,0.6770009394500441
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,short_lt20,136,0.45588235294117646,0.4267225383734216
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,mid_20_30,64,0.5625,0.5667292185367523
